Учебное_заведение;Город;Число_поступающих;Средний_балл;Широта;Долгота
"Муниципальное бюджетное общеобразовательное учреждение ""Школа №28 имени Героя Советского союза Д.М.Карбышева";Самара;1;78;53,1951657;50,1067691
Академическая Гимназия имени Д.К. Фаддеева;Санкт-Петербург;1;78;59,93863;30,31413
МАОУ Гимназия №2;Красноярск;1;78;56,009466;92,8524162
"Муниципальное бюджетное общеобразовательное учреждение ""Школа № 170""";Нижний Новгород;1;78;56,3242093;44,0053948
"Коммунальное государственное учреждение ""Школа-гимназия №35 Отдела образования акимата города Экибастуза""";Экибастуз;1;78;51,72371;75,32287
МБОУ Лицей города Юрги;Юрга;1;78;55,7202689;84,8885516
"МОБУ ""Городская классическая гимназия"" городского округа ""город Якутск"". Республика Саха (Якутия)";Якутск;1;78;62,0280273;129,7325717
"МБОУ ""Марушинская средняя общеобразовательная школа"" Целинного района Алтайского края";Целинное;1;78;53,07822;85,65363
МБОУ СОШ №89;Челябинск;1;78;55,1603659;61,4007858
"КГКП ""Шахтинский технологический колледж""";Шахтинск;2;78;49,707604;72,589723
"МАОУ ""Средняя общеобразовательная школа № 25 с углубленным изучением отдельных предметов г. Уссурийска имени В.Г. Асапова";Уссурийск;1;78;43,79726;131,9517262
Гимназия №1 г.Тюмени;Тюмень;1;78;57,1530824;65,5343118
МАОУ СОШ №62;Тюмень;1;78;57,1530824;65,5343118
МАОУ лицей №81;Тюмень;1;78;57,1530824;65,5343118
Муниципальное казённое общеобразовательное учреждение Топчихинская средняя общеобразовательная школа №1 имени Героя России Дмитрия Ерофеева;Топчиха;1;78;52,8192;83,1185
"ГПОУ ""Топкинский технический техникум""";Топки;1;78;55,2766036;85,6153223
Профессионально-техническое училище №10 г.Северска;Северск;1;78;56,6031143;84,8809687
Муниципальная средняя (полная) общеобразовательная школа № 88 г.Северск;Северск;1;78;56,6031143;84,8809687
Средняя общеобразовательная школа №19 с углубленным изучением отдельных предметов;Татарстан;1;78;56,14580591;53,37585604
МАОУ СОШ № 9;Тавда;1;78;58,0434196;65,2743232
Сибирский лицей г. Томска;Томск;2;78;56,4847036;84,9481737
Томский музыкальный колледж им. Э.В.Денисова;Томск;1;78;56,4847036;84,9481737
"ОГБОУ ""Томский физико-технический лицей"" г. Томска Томской области";Томск;2;77;56,4847036;84,9481737
Тисульская средняя общеобразовательная школа № 1 Тисульского р-на Кемеровской области;Тисуль;2;77;55,76173;88,31228
МАОУ Сибирский лицей г. Томск;Томск;6;77;56,4847036;84,9481737
Гимназия № 18;Ленинск-Кузнецкий;2;77;54,6674092;86,1796724
КГУ Средняя школа 16 села Садовое Осакаровского района Карагандинской области;Садовое;1;77;47,7772;44,5208
Лицей №6;Рубцовск;2;77;51,5013075;81,2077729
Гимназия 93 г.Караганда Р.Казахстан;Караганда;1;77;49,83333;73,1658
"МБОУ ""Зырянская средняя общеобразовательная школа""";Зырянское;4;77;56,83058;86,62734
школа-гимназия № 38;Бишкек;1;77;42,87;74,59
Средняя школа Шахид Аль-Акида;Басра;1;77;30,50852;47,7804
Гимназия 1 г.Белогорска;Белогорск;1;76;45,0571581;34,5998775
Гимназия 1 г.Белогорска;Белогорск;1;76;50,9212235;128,4738742
Гимназия 22. г. Барнаул;Барнаул;2;76;53,3481145;83,7798362
"МБОУ ""Белокурихинская средняя общеобразовательная школа №1"" Алтайского края";Белокуриха;1;76;51,9960534;84,9840343
Аксуский колледж им.Жаяу Мусы г.Аксу Р.Казахстан;Аксу;1;76;52,44422;71,95761
"МБОУ ""СОШ №84 с углубленным изучением отдельных предметов""";Ижевск;1;76;56,8527444;53,2113961
Байкальский государственный университет;Иркутск;1;76;52,2863513;104,280655
Лицей 36 г. Иркутск;Иркутск;1;76;52,2863513;104,280655
МАОУ СОШ с УИОП №53;Екатеринбург;1;76;56,8386326;60,6054887
" КГУ "" Гимназия №93""";Караганда;1;76;49,83333;73,1658
"муниципальное автономное общеобразовательное учреждение ""Средняя общеобразовательная школа №14"" города Кемерово Кемеровской области";Кемерово;1;76;55,3909721;86,0467864
"ГУ ""Средняя школа имени Досова отдела образования Бурабайского района";Катарколь;1;76;52,96718559;70,42317653
Средняя общеобразовательная школа № 37;Кемерово;1;76;55,3909721;86,0467864
Кожевниковская муниципальная средняя (полная) общеобразовательная школа № 1;Кожевниково;1;76;56,25889;83,97139
Лицей № 1;Киселевск;1;76;54,0060382;86,6367387
"Муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа №45"" города Прокопьевска Кемеровской области";Прокопьевск;3;76;53,8604562;86,7183428
Лицей 21 г.Первоуральска;Первоуральск;1;76;56,9081665;59,9429205
Одесская средняя общеобразовательная школа Одесского района;Одесское;1;76;54,215;72,9651
"БОУ г.Омска ""Гимназия №43""";Омск;1;76;54,9848136;73,3674638
"МБОУ г. Новосибирска ""Гимназия №3 в Академгородке""";Новосибирск;1;76;55,0281016;82,9210575
МАОУ МСОШ №16;Миасс;1;76;55,0455774;60,1077757
Средняя общеобразовательная школа 150 г.Красноярска;Красноярск;1;76;56,009466;92,8524162
МСШО №152;Красноярск;1;76;56,009466;92,8524162
Средняя общеобразовательная школа 13 г.Нефтеюганск;Нефтеюганск;1;76;61,0882837;72,6164185
Гимназия 1;Минусинск;1;76;53,7105509;91,6871866
МОБУ №12;Минусинск;1;76;53,7105509;91,6871866
Назаровский энергостроительный техникум;Назарово;4;76;56,0113176;90,4167947
№6;Новороссийск;1;76;44,7234264;37,7687218
МАОУ СОШ №37 г. Томска;Томск;2;76;56,4847036;84,9481737
МАОУ гимназия №55 им. Е.Г.Вёртскиной г. Томска;Томск;1;76;56,4847036;84,9481737
Томский лесотехнический техникум;Томск;3;76;56,4847036;84,9481737
МБОУ СОШ № 125;Снежинск;1;76;56,085232;60,7324989
Средняя общеобразовательная школа № 42 города Тюмени;Тюмень;2;76;57,1530824;65,5343118
Средняя общеобразовательная школа 5 г.Улан-Удэ;Улан-Удэ;1;76;51,8334378;107,5841511
средняя школа №45;Уфа;1;76;54,734853;55,9578647
Гимназия № 48;Челябинск;1;76;55,1603659;61,4007858
Усть-Каменогорский политехнический колледж Р.Казахстан;Усть-Каменогорск;1;75;49,97143;82,60586
Муниципальная средняя (полная) общеобразовательная школа № 83 г.Северск;Северск;5;75;56,6031143;84,8809687
Частная школа Такоради;Тарква;1;75;-37,95289;147,602499
Специализированная школа для одаренных детей с обучением на 3-х языках г.Тараз Р.Казахстан;Тараз;2;75;42,9;71,36667
"муниципальное бюджетное нетиповое общеобразовательное учреждение ""Лицей № 84 имени В.А.Власова ";Новокузнецк;6;75;53,7942757;87,2144046
МАОУ Новосибирского района Новосибирской области - лицей №13 п. Краснообск;Краснообск;2;75;54,9198;82,9909
Институт Тутазамие. провинция Верхняя Катанга;Ликаси;1;75;-10,98303;26,7384
Средняя общеобразовательная школа № 2;Ленинск-Кузнецкий;5;75;54,6674092;86,1796724
КГУ «Школа-лицей № 59»;Нур-Султан;1;75;51,1801;71,44598
Осинниковский политехнический техникум;Осинники;1;75;53,5987397;87,3369948
"Государственное учреждение ""Средняя общеобразовательная школа-гимназия №9 города Павлодара""";Павлодар;1;75;52,28333;76,96667
Губернаторский многопрофильный лицей-интернат г.Кемерово;Кемерово;12;75;55,3909721;86,0467864
"КГУ""Гимназия№93""";Карагандинская;1;75;48;71
МАОУ Лицей №130;Екатеринбург;2;75;56,8386326;60,6054887
Школа-гимназия №10 отдела образования Абайского района;Абай;1;75;49,63575;72,86164
Средняя общеобразовательная школа №44 город Бишкек;Бишкек;1;75;42,87;74,59
Горно-Алтайский государственный политехнический колледж им. М.З. Гнездилова;Горно-Алтайск;1;75;51,9582681;85,9602957
Гальбштадтская средняя общеобразовательная школа Немецкого национального района Алтайского края;Гальбштадт;1;74;53,2264;78,9845
МБОУ Средняя общеобразовательная школа №1;Бийск;1;74;52,5393683;85,2138852
Алтайский краевой педагогический лицей-интернат г.Барнаул;Барнаул;1;74;53,3481145;83,7798362
"КГБОУ ""Алтайская школа интернат с первоначальной летной подготовкой им. Героя советского Союза К.Г. Павлюкова""";Барнаул;1;74;53,3481145;83,7798362
Гимназия 42 г.Барнаул;Барнаул;4;74;53,3481145;83,7798362
"КГУ ""Школа-гимназия №10""отдела образования Абайского района";Абай;1;74;49,63575;72,86164
Гимназия г.Абакана;Абакан;1;74;53,7223661;91,4437792
Средняя общеобразовательная школа 6 г.Ачинск;Ачинск;3;74;56,2538662;90,47949
"МБОУ ""Гимназия №69"" им. И.В. Панфилова г. Барнаула Алтайского края";Барнаул;1;74;53,3481145;83,7798362
Анжеро-Судженский горный техникум;Анжеро-Судженск;2;74;56,0787179;86,0202207
Лицей 102 г.Железногорск;Железногорск;5;74;52,3378753;35,3516834
Лицей 102 г.Железногорск;Железногорск;5;74;56,2529346;93,532167
Излучинская общеобразовательная средняя школа 2;Излучинск;1;74;60,97944;76,92421
Средняя общеобразовательная школа 176 г.Зеленогорск;Зеленогорск;1;74;56,1133001;94,5888736
МОУ Кафтанчиковская средняя общеобразовательная школа;Кафтанчиково;1;74;56,37539648;84,82775392
Лицей №23 г. Кемерово;Кемерово;1;74;55,3909721;86,0467864
"МБОУ ""Гимназия №21""";Кемерово;3;74;55,3909721;86,0467864
ГОУ ВПО Кемеровский государственный университет;Кемерово;1;74;55,3909721;86,0467864
"МБОУ ""Средняя школа №104"" пос. Подгорный ЗАТО Железногорск Красноярского края";Подгорный;1;74;56,13946337;56,13946337
"МБОУ ""Средняя общеобразовательная школа № 5"" - ""Школа здоровья и развития""";Радужный;1;74;55,9961034;40,3323247
"МБОУ ""Средняя общеобразовательная школа № 5"" - ""Школа здоровья и развития""";Радужный;1;74;62,1343067;77,4584346
МБОУ СОШ №1;Саяногорск;1;74;53,1008226;91,4121643
"МБОУ ""Павловская СОШ""";Павловск;1;74;50,4533684;40,1369087
"ГУ ""Средняя общеобразовательная школа №13 города Павлодара""";Павлодар;1;74;52,28333;76,96667
"БОУ г.Омска ""Гимназия №88""";Омск;1;74;54,9848136;73,3674638
Средняя общеобразовательная школа №28 с углубленным изучением отдельных предметов;Омск;1;74;54,9848136;73,3674638
"МАОУ ""Гимназия №7 ""Сибирская""";Новосибирск;1;74;55,0281016;82,9210575
"МБОУ ""Лицей №185""";Новосибирск;1;74;55,0281016;82,9210575
Новосибирский промышленный техникум;Новосибирск;1;74;55,0281016;82,9210575
"Муниципальное бюджетное общеобразовательное учреждение ""Гимназия № 12""";Ленинск-Кузнецкий;2;74;54,6674092;86,1796724
Майкаинская средняя общеобразовательная школа №2 отдела образования Баянаульского района;Майкаин;3;74;51,4831321;75,82660708
"МОУ ""Лицей"" г.Лесосибирска Красноярского края";Лесосибирск;1;74;58,2218201;92,5036986
Средняя общеобразователдьная школа 8 г.Магнитогорска;Магнитогорск;1;74;53,4071891;58,9791432
"МАОУ ""Лицей №6""";Миасс;1;74;55,0455774;60,1077757
"МАОУ Лицей №6 ""Перспектива""";Красноярск;5;74;56,009466;92,8524162
Гимназия 2 г.Красноярска;Красноярск;1;74;56,009466;92,8524162
"муниципальное бюджетное общеобразовательное учреждение города Кургана ""Гимназия №47"" Курганской области";Курган;1;74;55,4443448;65,3161339
"МБНОУ ""Гимназия №62""";Новокузнецк;1;74;53,7942757;87,2144046
Николаевская средняя общеобразовательная школа;Николаевка;1;74;53,1257;47,2041
Таловская средняя общеобразовательная школа Змеиногорского района Алтайского края;Таловка;1;74;52,13099729;107,1187315
муниципальное бюджетное общеобразовательное учреждение Тамбовская средняя общеобразовательная школа;Тамбовка;1;74;50,09968;128,05724
Таксимовская средняя общеобразовательная школа 3 Муйского р-на Р.Бурятия;Таксимо;1;74;56,34162;114,90048
"МОУ ""Средняя школа № 5 г. о. Стрежевой с углубленным изучением отдельных предметов""";Стрежевой;6;74;60,7328199;77,6040323
Муниципальная средняя (полная) общеобразовательная школа № 89 г.Северск;Северск;3;74;56,6031143;84,8809687
Средняя общеобразовательная школа 43 г.Семей Р.Казахстан;Семей;2;74;50,42675;80,26669
"КГУ ""специализированная мужская школа-лицей-интернат Жас Улан имени Ш. Уалиханова для одаренных детей""";Семей;1;74;50,42675;80,26669
Томский базовый медицинский колледж;Томск;2;74;56,4847036;84,9481737
Средняя общеобразовательная школа 14 имени А.Ф. Лебедева г. Томска;Томск;1;74;56,4847036;84,9481737
Средняя общеобразовательная школа 9 г.Таштагол;Таштагол;6;74;52,7594505;87,8477272
"муниципальное бюджетное общеобразовательное учреждение Тогучинского района Новосибирской области ""Тогучинская средняя школа №3""";Тогучин;1;74;55,2250038;84,4103867
"ГБОУ Республики Хакасия ""Хакасская национальная гимназия-интернат им. Н.Ф. Катанова""";Хакасия;2;74;53,386357;89,897078
Средняя общеобразовательная школа 8 г.Улан-Удэ;Улан-Удэ;1;74;51,8334378;107,5841511
Гимназия 1 г.Усолье-Сибирское;Усолье-Сибирское;1;74;52,7567192;103,6387694
МАОУ СОШ №70 города Тюмени имени Великой Победы;Тюмень;1;74;57,1530824;65,5343118
МАОУ гимназия с углубленным изучением иностранных языков №21 города Тюмени;Тюмень;2;74;57,1530824;65,5343118
МБОУ Лицей г.Черногорска Республики Хакасия;Черногорск;1;74;53,8258425;91,3259669
Средняя общеобразовательная школа № 8 г.Читы Забайкальского края;Чита;3;74;52,0340128;113,4994884
"МБОУ ""Лицей города Юрги"" ";Юрга;11;74;55,7202689;84,8885516
Школа-лицей №6 г.Экибастуза Р.Казахстан;Экибастуз;2;74;51,72371;75,32287
МБОУ Шушенская средняя общеобразовательная школа №1 пгт Шушенское Шушенского района Красноярского края;Шушенское;1;74;53,325;91,93556
КГУ СОШ №10;Экибастуз;1;73;51,72371;75,32287
Черногорский горно-строительный техникум;Черногорск;1;73;53,8258425;91,3259669
Академический лицей при Ташкентском государственном техническом университете им Ислама Каримова;Ташкент;1;73;41,26465;69,21627
Русская классическая гимназия №2 г.Томска;Томск;2;73;56,4847036;84,9481737
Муниципальное общеобразовательное учреждение гимназия № 29 г.Томск;Томск;8;73;56,4847036;84,9481737
Муниципальная средняя (полная) общеобразовательная школа № 49 г.Томск;Томск;2;73;56,4847036;84,9481737
Средняя общеобразовательная школа 27 г.Семей Р.Казахстан;Семей;1;73;50,42675;80,26669
МБОУ Лицей №20 г. Междуреченска;Междуреченск;2;73;53,6865695;88,0703888
Гимназия 6 имени С.Ф. Вензелева города Междуреченска Кемеровской области;Междуреченск;3;73;53,6865695;88,0703888
Средняя общеобразовательная школа № 56 с углублённым изучением отдельных предметов;Омск;3;73;54,9848136;73,3674638
Государственное учреждение Гимназия 3 для одаренных детей города Павлодара;Павлодар;2;73;52,28333;76,96667
Средняя общеобразовательная школа-гимназия №9 города Павлодара;Павлодар;1;73;52,28333;76,96667
Средняя общеобразовательная школа 14 г.Риддер Р.Казахстан;Риддер;2;73;51,07371953;83,94533081
"МБНОУ""Городской классический лицей""";Кемерово;12;73;55,3909721;86,0467864
Кемеровский аграрный техникум;Кемерово;1;73;55,3909721;86,0467864
Средняя школа им.Шестакова с дошкольным мини-центром п.Карабулак Р.Казахстан;Карабулак;1;73;43,3054762;44,9094521
"ГБОУ Республики Хакасия ""Хакасская национальная гимназия-интернат им. Н.Ф. Катанова""";Абакан;6;73;53,7223661;91,4437792
Лицей 48 г.Алматы Р.Казахстан;Алматы;1;73;43,25667;76,92861
Гимназия 80 г.Барнаул;Барнаул;2;73;53,3481145;83,7798362
Средняя общеобразовательная школа № 12 города Белово Кемеровской области;Белово;4;73;54,4221442;86,3036438
"МБОУ ""Кадетская школа"" г. Бийска";Бийск;1;72;52,5393683;85,2138852
МАОУ СОШ №2;Верхняя Пышма;1;72;56,9757833;60,564885
"КГУ ""Школа-лицей города Алтай Восточно-Казахстанской области""";Алтай;1;72;48,30272;89,51557
Средняя школа 1 Алданского района г.Алдан;Алдан;1;72;58,6094885;125,3816689
Хакасский политехнический колледж;Абакан;1;72;53,7223661;91,4437792
Средняя общеобразовательная школа 72 г.Барнаула;Барнаул;1;72;53,3481145;83,7798362
"Муниципальное бюджетное общеобразовательное учреждение ""Лицей №101""";Барнаул;1;72;53,3481145;83,7798362
Школа-лицей 101 г.Караганда Р.Казахстан;Караганда;2;72;49,83333;73,1658
Средняя общеобразовательная школа 81 г.Караганда Р.Казахстан;Караганда;1;72;49,83333;73,1658
Лицей № 2 г.Караганда Р.Казахстан;Караганда;1;72;49,83333;73,1658
Средняя общеобразовательная школа № 94 г.Кемерово;Кемерово;4;72;55,3909721;86,0467864
Лицей №62 г. Кемерово;Кемерово;4;72;55,3909721;86,0467864
Железногорская средняя общеобразовательная школа 4 г.Железногорска-Илимского;Железногорск-Илимский;1;72;56,5847382;104,1141747
МАОУ Зональненская средняя общеобразовательная школа;Зональная станция;1;72;56,45152185;85,00735887
"МБОУ ""СОШ №2""";Дагестанские Огни;1;72;42,1151021;48,1939983
"КГУ ""Гимназия №5""";Рудный;1;72;52,9729;63,11677
"МБОУ ""Гимназия №3""";Рубцовск;1;72;51,5013075;81,2077729
Сангарская гимназия пгт.Сангар;Сангар;1;72;63,92301;127,47135
"МБОУ ""Школа №10""";Прокопьевск;1;72;53,8604562;86,7183428
Средняя общеобразовательная школа № 14;Прокопьевск;5;72;53,8604562;86,7183428
Средняя школа им.Панфилова с.Ортатобе;Ортатобе;5;72;45,29749327;77,97287005
МОУ СОШ №4;Орехово-Зуево;1;72;55,8151729;38,9870711
"Государственное учреждение ""Школа-лицей №54"" города Нур-Султан";Нур-Султан;1;72;51,1801;71,44598
"МБОУ ""Инженерный лицей НГТУ""";Новосибирск;2;72;55,0281016;82,9210575
"МБОУ г. Новосибирска ""Гимназия №9 имени Героя Российской Федерации Немыткина Михаила Юрьевича""""";Новосибирск;1;72;55,0281016;82,9210575
МБОУ СОШ №26;Новосибирск;1;72;55,0281016;82,9210575
"МБОУ "" ГИМНАЗИЯ № 6 ИМЕНИ С. Ф. ВЕНЗЕЛЕВА"" ГОРОДА МЕЖДУРЕЧЕНСКА";Междуреченск;5;72;53,6865695;88,0703888
Лицей 20 г.Междуреченск;Междуреченск;14;72;53,6865695;88,0703888
Лицей№ 3;Красноярск;1;72;56,009466;92,8524162
СУНЦ Университета. г. Новосибирск;Новосибирск;1;72;55,0281016;82,9210575
"МБОУ ""Лицей №8 города Новоалтайска Алтайского края""";Новоалтайск;1;72;53,4120811;83,9311249
Муниципальное автономное общеобразовательное учреждение Гимназия № 1 города Сосновоборска;Сосновоборск;2;72;56,1202088;93,3353411
МБОУ СОШ №15;Славгород;1;72;52,9993053;78,6459674
Средняя школа-лицей 5 г.Талдыкорган Р.Казахстан;Талдыкорган;1;72;45,01556;78,37389
Тарко-Салинская средняя школа 1 пгт.Тарко-Сале;Тарко-Сале;1;72;64,9117649;77,7610204
Муниципальная средняя (полная) общеобразовательная школа № 19 г.Томск;Томск;1;72;56,4847036;84,9481737
МАОУ гимназия №55 им. Е.Г. Вёрсткиной г. Томска;Томск;7;72;56,4847036;84,9481737
Томский автомобильно-дорожный техникум;Томск;3;72;56,4847036;84,9481737
Томский государственный университет;Томск;1;72;56,4847036;84,9481737
Школа 90;Тольятти;1;72;53,5206438;49,389461
Томский физико-технический лицей;Томск;5;72;56,4847036;84,9481737
Лицей им. А.Г. Баженова г.Черногорска;Черногорск;2;72;53,8258425;91,3259669
Средняя школа № 1 уезда Хуэйань пров. Фуцзянь;Хуэйань;1;72;33,5;119,133056
Республиканский лицей-интернат;Якутск;4;72;62,0280273;129,7325717
Томский техникум информационных технологий;Томск;2;71;56,4847036;84,9481737
Томский химико-технологический лицей № 42;Томск;1;71;56,4847036;84,9481737
Томский физико-технический лицей города Томска Томской области;Томск;4;71;56,4847036;84,9481737
"КГУ ""Школа-гимназия №4 имени Л.Н.Толстого""";Степногорск;3;71;52,35062;71,88161
МБОУ Сургутский Естественно-научный ;Сургут;3;71;61,2539773;73,3961726
"МБНОУ ""Гимназия №59""";Новокузнецк;4;71;53,7942757;87,2144046
"МАОУ ""Гимназия №13 ""Академ""";Красноярск;2;71;56,009466;92,8524162
МБОУ Лицей №2;Красноярск;2;71;56,009466;92,8524162
МБОУ Лицей №81;Новосибирск;4;71;55,0281016;82,9210575
Специализированный учебно-научный центр НГУ;Новосибирск;7;71;55,0281016;82,9210575
МАОУ Гимназия №12;Новосибирск;4;71;55,0281016;82,9210575
Средняя общеобразовательная школа 97 г.Омска;Омск;1;71;54,9848136;73,3674638
МАОУ Средняя общеобразовательная школа № 14;Кемерово;10;71;55,3909721;86,0467864
"Школа ОФРО ""БЭСТ""";Алматы;1;71;43,25667;76,92861
Горно-Алтайский государственный университет;Горно-Алтайск;1;71;51,9582681;85,9602957
Лицей при КГТУ им.И.Раззакова г.Бишкек р.Кыргызстан;Бишкек;1;71;42,87;74,59
"МБОУ ""Лицей №17""";Березовский;4;71;55,6692853;86,2744636
"МБОУ ""Лицей №17""";Березовский;4;71;56,9096284;60,8180256
Профессиональное училище  № 5 им.А.А.Котегова г. Белово;Белово;1;71;54,4221442;86,3036438
Средняя общеобразовательная школа города Билибино Чукотского автономного округа;Билибино;1;70;68,0585533;166,4388451
Средняя общеобразовательная школа 8 г.Бийск;Бийск;1;70;52,5393683;85,2138852
Республиканский классический лицей;Горно-Алтайск;11;70;51,9582681;85,9602957
Вынгапуровская средняя школа г.Ноябрьск;Вынгапуровский;1;70;63,05227169;77,02911518
Гимназия 27 г.Алматы Р.Казахстан;Алматы;1;70;43,25667;76,92861
Средняя общеобразовательная школа 19 г.Абакан;Абакан;1;70;53,7223661;91,4437792
Средняя общеобразовательная школа 11 г.Абакан;Абакан;1;70;53,7223661;91,4437792
Средняя общеобразовательная школа 3 с углубленным изучением математики г.Ачинска;Ачинск;1;70;56,2538662;90,47949
Аль-Ирак Аль-Джадид;Багдад;1;70;33,34058;44,40088
Многопрофильная гимназия № 11 г.Анжеро-Судженска;Анжеро-Судженск;1;70;56,0787179;86,0202207
"МАОУ ""СОШ №93""";Кемерово;1;70;55,3909721;86,0467864
"МАОУ ""СОШ №78""";Кемерово;2;70;55,3909721;86,0467864
Лицей 1 г.Киселевск;Киселевск;2;70;54,0060382;86,6367387
МБОУ Лицей № 89;Кемерово;6;70;55,3909721;86,0467864
МБОУ СОШ №24;Кемерово;1;70;55,3909721;86,0467864
Средняя общеобразовательная школа 17 г.Караганда Р.Казахстан;Караганда;1;70;49,83333;73,1658
МБОУ средняя общеобразовательная школа №4 г.Гусиноозерска имени Героя Социалистического труда Г.Д. Тучинова;Гусиноозерск;1;70;51,2865751;106,5230732
Средняя общеобразовательная школа 11 г.Гурьевск;Гурьевск;3;70;54,2860005;85,947723
Средняя общеобразовательная школа 11 г.Гурьевск;Гурьевск;3;70;54,7705368;20,6039109
МАОУ Гимназия № 10;Дивногорск;1;70;55,9577868;92,380085
"Краевая школа-интернат по работе с одаренными детьми Школа космонавтики""";Железногорск;3;70;52,3378753;35,3516834
"Краевая школа-интернат по работе с одаренными детьми Школа космонавтики""";Железногорск;3;70;56,2529346;93,532167
Коммунальное государственное учреждение Иртышская средняя общеобразовательная школа 1;Иртышск;2;70;53,33365;75,45775
"БОУ г.Омска ""Гимназия №69 им. Чередова И.М.""";Омск;1;70;54,9848136;73,3674638
Гимназия 12;Новосибирск;2;70;55,0281016;82,9210575
КГУ «школа-гимназия 22»;Нур-Султан;1;70;51,1801;71,44598
Подгорнская муниципальная средняя (полная) общеобразовательная школа;Подгорное;2;70;51,73504;39,14961
"Муниципальное автономное общеобразовательное учреждение ""Средняя общеобразовательная школа №3 с углубленным изучением отдельных предметов имени Героя России Игоря Ржавитина""";Ревда;1;70;56,79869;59,9071464
"МАОУ ""Средняя школа №143"" имени Тимошенко А.В."" г. Красноярска";Красноярск;1;70;56,009466;92,8524162
Средняя общеобразовательная школа 4 г.Краснокаменска;Краснокаменск;1;70;50,092858;118,0323407
МБОУ СОШ №78;Краснодар;1;70;45,040235;38,9760801
Кулундинская средняя общеобразовательная школа 1 Кулундинского района Алтайского края;Кулунда;1;70;52,566;78,9385
"муниципальное автономное нетиповое общеобразовательное учреждение ""Гимназия №2"" города Мариинска Кемеровской области";Мариинск;1;70;56,2127836;87,7454392
Кызыл-Озёкская средняя общеобразовательная школа Майминского района Р.Алтай;Кызыл-Озек;1;70;51,91011141;86,04167501
Лицей №35 имени А.И.Герлингер;Новокузнецк;4;70;53,7942757;87,2144046
Лицей № 11;Новокузнецк;4;70;53,7942757;87,2144046
Средняя общеобразовательная школа №99;Новокузнецк;3;70;53,7942757;87,2144046
МБОУ СОШ № 14 г.Новокузнецка;Новокузнецк;1;70;53,7942757;87,2144046
МБОУ СОШ №32 ;Нижний Тагил;1;70;57,9101038;59,9813242
МБОУ средняя общеобразовательная школа №15;Нижневартовск;1;70;60,9397379;76,5696206
МБО учреждение Лицей г.Нижневартовска;Нижневартовск;1;70;60,9397379;76,5696206
"МОУ ""Средняя общеобразовательная школа №1 с углубленным изучением отдельных предметов "" города Надым";Надым;1;70;65,5377514;72,5182746
Лицей №7;Минусинск;1;70;53,7105509;91,6871866
МБОУ Суховская СОШ;Сухой;1;70;56,9094;62,0296
Тальменская средняя общеобразовательная школа 1 Алтайского края;Тальменка;1;70;53,8183;83,5677
Средняя общеобразовательная школа № 4 им.И.С.Черных;Томск;3;70;56,4847036;84,9481737
Средняя общеобразовательная школа № 25 г.Томска;Томск;2;70;56,4847036;84,9481737
Муниципальная средняя (полная) общеобразовательная школа № 23 г.Томск;Томск;6;70;56,4847036;84,9481737
МБОУ лицей №1;Цимлянск;1;70;47,6477668;42,093022
Школа-лицей 3 имени Шокана Уалиханова города Усть-Каменогорска;Усть-Каменогорск;2;70;49,97143;82,60586
"Муниципальное автономное общеобразовательное учреждение ""Лингвистическая гимназия №3 г. Улан-Удэ""";Улан-Удэ;1;70;51,8334378;107,5841511
"МБОУ ""Образовательный центр №11""";Череповец;1;70;59,1269214;37,9092243
"Муниципальное автономное общеобразовательное учреждение ""Средняя общеобразовательная школа №8""";Шарыпово;1;70;55,5389684;89,1801557
МАОУ Гимназия города Юрги Кемеровская область;Юрга;1;70;55,7202689;84,8885516
"муниципальное автономное общеобразовательное учреждение ""Средняя общеобразовательная школа №3"" города Ялуторовска";Ялуторовск;1;70;56,649167;66,297034
Национальная политехническая образовательная школа 2 г.Якутск;Якутск;1;70;62,0280273;129,7325717
Политехнический колледж управления образования города Шымкент;Шымкент;1;69;42,3;69,6
Школа-гимназия 1 города Шопокова Сокулукского района Чуйской области;Шопоков;4;69;42,864466;74,343225
Средняя общеобразовательная школа 8 г.Шарыпово;Шарыпово;7;69;55,5389684;89,1801557
Лицей-интернат 61;Улан-Удэ;3;69;51,8334378;107,5841511
Средняя школа №2 Мэйлисы-Даурского национального района г. Цицикар;Цицикар;1;69;47,34088;123,96045
Средняя школа с углубленным изучением отдельных предметов №80 г.Хабаровска;Хабаровск;1;69;48,4647991;135,0598811
МОУ Лицей 8 им. Н.Н.Рукавишникова г.Томск;Томск;3;69;56,4847036;84,9481737
Томский государственный промышленно-гуманитарный колледж;Томск;3;69;56,4847036;84,9481737
Северская гимназия г.Северск;Северск;1;69;56,6031143;84,8809687
Лицей 7 г.Минусинск;Минусинск;7;69;53,7105509;91,6871866
"МКОУ ""Мамонтовская средняя общеобразовательная школа"" с. Мамонтово Алтайский край";Мамонтово;2;69;52,7055;81,6244
"КГУ ""Школа-лицей №1""";Риддер;4;69;51,07371953;83,94533081
Технологический колледж корпорации Казахмыс;Сатпаев;2;69;48,10042716;67,64664506
Павловский сельскохозяйственный колледж;Павловск;1;69;50,4533684;40,1369087
КГУ Общеобразовательный комплекс школа-детский сад г.Караганда р.Казахстан;Караганда;1;69;49,83333;73,1658
"Муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа №95""";Кемерово;2;69;55,3909721;86,0467864
