Учебное_заведение;Город;Число_поступающих;Средний_балл;Широта;Долгота
"КГУ ""Школа-гимназия №4 имени Л.Н. Толстого"" г. Степногорска Акмолинской области";Степногорск;1;89;52.35062;71.88161
Средняя общеобразовательная школа 14 имени А.Ф. Лебедева г. Томска;Томск;1;88;56.4847036;84.9481737
"ОГБОУ ""Томский физико-технический лицей"" г. Томска Томской области";Томск;1;88;56.4847036;84.9481737
Школа 90;Тольятти;1;88;53.5206438;49.389461
МБОУ СОШ №44 с углубленным изучением отдельных предметов;Полысаево;1;88;54.6053968;86.2808803
Лицей №6;Рубцовск;1;88;51.5013075;81.2077729
"БОУ г.Омска ""Гимназия №19""";Омск;1;88;54.9848136;73.3674638
"МАОУ ""Лицей №56""";Новоуральск;1;88;57.2471507;60.095701
"МАОУ ""Гимназия №7 ""Сибирская""";Новосибирск;1;88;55.0281016;82.9210575
Гимназия 15 Содружество МАОУ;Новосибирск;1;88;55.0281016;82.9210575
Гимназия 12;Новосибирск;1;88;55.0281016;82.9210575
"Муниципальное бюджетное общеобразовательное учреждение "" Средняя общеобразовательная школа № 47""";Новокузнецк;1;88;53.7942757;87.2144046
МБОУ СОШ №61;Новокузнецк;1;88;53.7942757;87.2144046
Лицей 34 г.Новокузнецка;Новокузнецк;1;88;53.7942757;87.2144046
"МБОУ ""Намская улусная гимназия им. Н. С. Охлопкова""";Намцы;1;88;62.71959;129.66722
МОУ ИТЛ №24;Нерюнгри;2;88;56.6600322;124.72031
МОАУ СОШ № 4 городского округа город Нефтекамск Республики Башкортостан;Нефтекамск;1;88;56.0883075;54.2483391
МБОУ Средняя общеобразовательная школа с углубленным изучением отдельных предметов № 8 м.о. Ленинск-Кузнецкого городского округа Кемеровской области;Ленинск-Кузнецкий;1;88;54.6674092;86.1796724
"МБОУ ""Гимназия №26""";Миасс;1;88;55.0455774;60.1077757
"МАНОУ ""Гимназия № 2"" г.Мариинск";Мариинск;1;88;56.2127836;87.7454392
Средняя общеобразовательная школа 19 с углубленным изучением экономики г.Междуреченск;Междуреченск;1;88;53.6865695;88.0703888
Лицей-интернат №1 г. Иркутска;Иркутск;1;88;52.2863513;104.280655
МАОУ СОШ 2;Златоуст;1;88;55.1715695;59.6726264
Средняя общеобразовательная школа № 4 г. Иркутск;Иркутск;1;88;52.2863513;104.280655
МБОУ «СОШ № 72» ;Ижевск;1;88;56.8527444;53.2113961
"муниципальное бюджетное общеобразовательное учреждение учреждение ""Гимназия № 41"" г. Кемерово Кемеровской области";Кемерово;1;88;55.3909721;86.0467864
МБОУ СОШ № 7;Кемерово;1;88;55.3909721;86.0467864
Средняя общеобразовательная школа № 92 с углубленным изучением отдельных предметов г. Кемерово;Кемерово;1;88;55.3909721;86.0467864
Средняя общеобразовательная школа 143 г.Красноярска;Красноярск;1;88;56.009466;92.8524162
"муниципальное бюджетное общеобразовательное учреждение ""Средняя школа № 64""";Красноярск;2;88;56.009466;92.8524162
МБОУ Лицей №8;Красноярск;1;88;56.009466;92.8524162
МАОУ «Гимназия № 9»;Красноярск;1;88;56.009466;92.8524162
"МАОУ ""СОШ №7""";Курган;1;88;55.4443448;65.3161339
"МБОУ ""Средняя Общеобразовательная Школа №19""";Кемерово;1;88;55.3909721;86.0467864
"МБОУ ""Гимназия №21""";Кемерово;1;88;55.3909721;86.0467864
Губернаторский многопрофильный лицей-интернат г.Кемерово;Кемерово;1;88;55.3909721;86.0467864
Средняя общеобразовательная школа 49 г.Абаза;Абаза;1;88;52.6517296;90.0885929
Средняя общеобразовательная школа 22 г.Анжеро-Судженск;Анжеро-Судженск;1;88;56.0787179;86.0202207
Лицей №22 г.Белово;Белово;1;88;54.4221442;86.3036438
Средняя общеобразовательная школа №126 г. Барнаул;Барнаул;1;88;53.3481145;83.7798362
"МАОУ ""Средняя общеобразовательная школа №1"" г. Горнозаводска";Горнозаводск;1;88;58.3743406;58.3230329
МБОУ СОШ №39;Брянск;1;88;53.2420071;34.3652716
МАОУ СОШ №19 города Улан-Удэ;Улан-Удэ;1;88;51.8334378;107.5841511
МАОУ Гимназия №33 г. Улан-Удэ;Улан-Удэ;1;88;51.8334378;107.5841511
Средняя общеобразовательная школа 70 г.Тюмени;Тюмень;1;88;57.1530824;65.5343118
"МБОУ ""Средняя общеобразовательная школа №10"" города Усолье-Сибирское Иркутской области";Усолье-Сибирское;1;88;52.7567192;103.6387694
"МАОУ ""Агинская СОШ №1""";Улан-Удэ;1;88;51.8334378;107.5841511
муниципальное бюджетное общеобразовательное учереждение средняя общеобразовательная школа № 85;Хабаровск;1;88;48.4647991;135.0598811
МАОУ СОШ № 16 г. Томска;Томск;2;87;56.4847036;84.9481737
Специализированный учебно-научный центр федерального государственного автономного образовательного учреждения высшего образования «Уральский федеральный университет имени первого Президента России Б.Н. Ельцина»;Екатеринбург;2;87;56.8386326;60.6054887
"МБОУ ""Лицей №129"" имени Сибирского батальона 27-й стрелковой дивизии";Барнаул;2;87;53.3481145;83.7798362
Средняя общеобразовательная школа 11 г.Абакан;Абакан;2;87;53.7223661;91.4437792
"Коммунальное государственное учреждение ""Средняя школа №3"" города Курчатова";Курчатов;1;87;51.6605475;35.6571711
Лицей 20 г.Междуреченск;Междуреченск;11;87;53.6865695;88.0703888
"Муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа №6"" города Прокопьевска Кемеровской области";Прокопьевск;2;87;53.8604562;86.7183428
"МБОУ ""Советская СОШ""";Советское;2;87;52.28556;85.41424
"МБОУ ""Школа 32""";Прокопьевск;3;86;53.8604562;86.7183428
"МБОУ города Новосибирска ""Экономический лицей""";Новосибирск;2;86;55.0281016;82.9210575
Средняя общеобразовательная школа 86 г.Караганды Р.Казахстан;Караганда;1;86;49.83333;73.1658
МБОУ “Каргасокская средняя общеобразовательная школа-интернат № 1”;Каргасок;2;86;59.05556;80.85722
Бийский лицей-интернат Алтайского края;Бийск;3;86;52.5393683;85.2138852
Физико-математический лицей № 93;Уфа;2;86;54.734853;55.9578647
МАОУ СОШ №49 г. Улан-Удэ Республика Бурятия;Улан-Удэ;2;85;51.8334378;107.5841511
МАОУ средняя общеобразовательная школа №32 г.Томска;Томск;2;85;56.4847036;84.9481737
Гимназия 24 им.М.В.Октябрьской г.Томск;Томск;2;85;56.4847036;84.9481737
Гимназия 11 г.Анжеро-Судженска;Анжеро-Судженск;4;85;56.0787179;86.0202207
"МАОУ ""Средняя общеобразовательная школа №85""";Кемерово;3;85;55.3909721;86.0467864
Средняя общеобразовательная школа 31 г.Осинники;Осинники;2;85;53.5987397;87.3369948
"коммунальное государственное учреждение ""Средняя общеобразовательная школа №28"" ГУ ""Отдел образования г. Семей ВКО""";Семей;1;85;50.42675;80.26669
Муниципальное общеобразовательное учреждение Лицей при ТПУ г.Томск;Томск;20;85;56.4847036;84.9481737
Гимназия № 77 г.Северск;Северск;1;84;56.6031143;84.8809687
"Муниципальное общеобразовательное бюджетное учреждение ""Лицей Соль-Илецкого городского округа"" Оренбургской области";Соль-Илецк;1;84;51.1634976;54.9895391
Муниципальное автономное общеобразовательное учреждение Гимназия № 1 города Сосновоборска;Сосновоборск;2;84;56.1202088;93.3353411
"МБОУ ""Старопестерёвская средняя общеобразовательная школа""";Старопестерево;1;84;54.5001;86.4094
муниципальное Общеобразовательное Бюджетное Учреждение Лицей №5;Оренбург;1;84;51.7875191;55.1017379
"БОУ г.Омска ""Гимназия 139";Омск;1;84;54.9848136;73.3674638
"БОУ г.Омска ""Гимназия №9""";Омск;1;84;54.9848136;73.3674638
Муниципальное бюджетное общеобразовательное учреждение средняя общеобразовательная школа с углубленным изучением отдельных предметов №30;Пятигорск;1;84;44.0411669;43.0661091
"Муниципальное общеобразовательное автономное учреждение ""Средняя общеобразовательная школа № 52 г. Орска""";Орск;1;84;51.2293069;58.4751889
Средняя общеобразовательная школа №198 г.Северска закрытого адиминстартивно-территориального образования Северск Томской области;Северск;1;84;56.6031143;84.8809687
МБОУ СОШ №160;Новосибирск;2;84;55.0281016;82.9210575
Структурное подразделение Новосибирского государственного угниверситета-Специализированный учебно-научный центр НГУ г.Новосибирск;Новосибирск;1;84;55.0281016;82.9210575
Средняя общеобразовательная школа 210 г.Новосибирска;Новосибирск;1;84;55.0281016;82.9210575
Гимназия 14 Университетская г.Новосибирска;Новосибирск;1;84;55.0281016;82.9210575
МАОУ Лицей № 9;Новосибирск;3;84;55.0281016;82.9210575
"МБОУ ""Лицей №200""";Новосибирск;1;84;55.0281016;82.9210575
"МБОУ ""Инженерный лицей НГТУ""";Новосибирск;1;84;55.0281016;82.9210575
"МБОУ города Новосибирска ""Средняя общеобразовательная школа №137 с углубленным изучением иностранных языков""";Новосибирск;1;84;55.0281016;82.9210575
"МБОУ ""Лицей № 35 имени А. И. Герлингер"" г. Новокузнецка";Новокузнецк;1;84;53.7942757;87.2144046
МБОУ СОШ № 60 ;Новокузнецк;1;84;53.7942757;87.2144046
Средняя общеобразовательная школа 25 г.Междуреченск;Междуреченск;1;84;53.6865695;88.0703888
Средняя общеобразовательная школа 22 г.Междуреченск;Междуреченск;1;84;53.6865695;88.0703888
МАОУ Средняя общеобразовательная школа № 14;Кемерово;4;84;55.3909721;86.0467864
МБОУ Гимназия №18;Краснодар;1;84;45.040235;38.9760801
"Средняя школа ""Комплекс Покровский""";Красноярск;1;84;56.009466;92.8524162
МБОУ СОШ №12;Кумертау;1;84;52.7565537;55.7969915
"МАОУ Лицей №6 ""Перспектива""";Красноярск;1;84;56.009466;92.8524162
Средняя общеобразовательная школа 52 г.Кемерово;Кемерово;2;84;55.3909721;86.0467864
Средняя общеобразовательная школа 34 г.Каменск-Уральский;Каменск-Уральский;1;84;56.4149095;61.9189837
 Средняя общеобразовательная школа  25 с углубленным изучением отдельных предметов г. Каменска-Уральского;Каменск-Уральский;2;84;56.4149095;61.9189837
Средняя общеобразовательная школа 7 г.Канск;Канск;1;84;56.2049776;95.7051246
Средняя общеобразовательная школа 37 г.Белово;Белово;2;84;54.4221442;86.3036438
"ГБОУ Республики Хакасия ""Хакасская национальная гимназия-интернат им. Н.Ф. Катанова""";Абакан;2;84;53.7223661;91.4437792
Средняя общеобразовательная школа 41 г.Бийск;Бийск;1;84;52.5393683;85.2138852
"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Амурский государственный университет"" г. Благовещенска Амурской области";Благовещенск;1;84;50.2905935;127.5272186
"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Амурский государственный университет"" г. Благовещенска Амурской области";Благовещенск;1;84;55.0499592;55.955309
ФГБОУ ВО Лицей БГПУ;Благовещенск;1;84;50.2905935;127.5272186
ФГБОУ ВО Лицей БГПУ;Благовещенск;1;84;55.0499592;55.955309
"МБОУ ""Гимназия №1 им. А. А. Иноземцева""";Братск;1;84;56.1513951;101.6339892
Емельяновская средняя общеобразовательная школа 1 Емельяновского района Красноярского края;Емельяново;1;84;56.16776;92.67539
Гимназия №1 г.Тюмени;Тюмень;1;84;57.1530824;65.5343118
Средняя общеобразовательная школа №60 г.Улан-Удэ Республики Бурятия;Улан-Удэ;1;84;51.8334378;107.5841511
"Муниципальное автономное общеобразовательное учреждение ""Лингвистическая гимназия №3 г. Улан-Удэ""";Улан-Удэ;1;84;51.8334378;107.5841511
Средняя общеобразовательная школа 35 Улан-Удэ;Улан-Удэ;2;84;51.8334378;107.5841511
"Бюджетное общеобразовательное учреждение Ханты-Мансийского автономного округа - Югры ""Югорский физико-математический лицей-интернат"" города Ханты-Мансийска Тюменской области";Ханты-Мансийск;1;84;61.0024344;69.0183322
МАОУ Гимназия №96;Челябинск;1;84;55.1603659;61.4007858
МБОУ СОШ №16;Чита;1;84;52.0340128;113.4994884
"МБОУ ""Лицей имени А.Г. Баженова"" г. Черногорска Республики Хакасия";Черногорск;1;84;53.8258425;91.3259669
МБОУ СОШ №3;Чита;1;83;52.0340128;113.4994884
Забайкальский краевой лицей-интернат;Чита;4;83;52.0340128;113.4994884
Саха Политехнический Лицей;Якутск;1;83;62.0280273;129.7325717
МАОУ Гимназия города Юрги Кемеровская область;Юрга;1;83;55.7202689;84.8885516
"МАОУ ""Гимназия города Юрги""";Юрга;1;83;55.7202689;84.8885516
"МАОУ ""Гимназия № 80 г. Челябинска""";Челябинск;1;83;55.1603659;61.4007858
Югорский физико-математический лицей-интернат;Ханты-Мансийск;1;83;61.0024344;69.0183322
"МАОУ ""Средняя общеобразовательная школа №26"" г.Улан-Удэ";Улан-Удэ;1;83;51.8334378;107.5841511
Средняя общеобразовательная школа 9 г.Улан-Удэ;Улан-Удэ;2;83;51.8334378;107.5841511
Средняя общеобразовательная школа 63 г.Улан-Удэ;Улан-Удэ;1;83;51.8334378;107.5841511
Средняя общеобразовательная школа 47 г.Улан-Удэ;Улан-Удэ;1;83;51.8334378;107.5841511
МАОУ СОШ №35;Улан-Удэ;1;83;51.8334378;107.5841511
Физико-математическая школа 56 г.Улан-Удэ;Улан-Удэ;1;83;51.8334378;107.5841511
Лицей 8 имени Н.Н. Рукавишникова г. Томска Томской области;Томск;2;83;56.4847036;84.9481737
МАОУ СОШ № 44 г.Томск;Томск;2;83;56.4847036;84.9481737
МАОУ Лицей № 173;Екатеринбург;1;83;56.8386326;60.6054887
Лицей 102 г.Железногорск;Железногорск;6;83;52.3378753;35.3516834
Лицей 102 г.Железногорск;Железногорск;6;83;56.2529346;93.532167
"Муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа №176"" г. Зеленогорска Красноярского края";Зеленогорск;1;83;56.1133001;94.5888736
МБОУ СОШ №16 им. Н.Косникова;Биробиджан;1;83;48.7945975;132.9217594
Гимназия 1 г.Бийск;Бийск;3;83;52.5393683;85.2138852
"МАОУ ""Лицей №6""";Бердск;1;83;54.7582375;83.1072212
Средняя общеобразовательная школа 50 г.Абаза;Абаза;2;83;52.6517296;90.0885929
Амгинский лицей им. академика Л.В. Киренского;Амга;1;83;60.90009;131.97882
МБОУ СОШ № 8 города Белово;Белово;1;83;54.4221442;86.3036438
МАОУ гимназия №2;Асино;1;83;56.9908444;86.1765724
МБОУ г. Иркутска лицей №2;Иркутск;1;83;52.2863513;104.280655
Муниципальное автономное общеобразовательное учреждение Центр образования №47 города Иркутска;Иркутск;1;83;52.2863513;104.280655
МБОУ города Иркутска СОШ с углубленным изучением отдельных предметов №19;Иркутск;1;83;52.2863513;104.280655
МБОУ Лицей №62;Кемерово;1;83;55.3909721;86.0467864
МБОУ СОШ №40 имени Катасонова ;Кемерово;1;83;55.3909721;86.0467864
"МБОУ ""Гимнаия 8""";Красноярск;1;83;56.009466;92.8524162
Средняя общеобразовательная школа 10 г.Красноярска;Красноярск;1;83;56.009466;92.8524162
Кулундинская средняя общеобразовательная школа 1 Кулундинского района Алтайского края;Кулунда;1;83;52.566;78.9385
"МБОУ ""Копьёвская средняя общеобразовательная школа с углублённым изучением отдельных предметов""";Копьево;1;83;55.01329626;89.81438833
Средняя общеобразовательная школа 4 г.Краснокаменска;Краснокаменск;1;83;50.092858;118.0323407
Средняя общеобразовательная школа 7 г. Колпашево Томской области;Колпашево;1;83;58.3114716;82.9027528
Средняя общеобразовательная школа 2 г. Колпашево;Колпашево;1;83;58.3114716;82.9027528
"МБНОУ""Городской классический лицей""";Кемерово;9;83;55.3909721;86.0467864
"МБОУ ""Средняя общеобразовательгая школа №34 имени Амелина С.А."" г. Кемерово";Кемерово;1;83;55.3909721;86.0467864
МАОУ Маслянская СОШ;Маслянский;1;83;55.97636524;70.14385371
Средняя общеобразовательная школа №2 с углубленным изучением отдельных предметов;Лысьва;1;83;58.0995987;57.8085728
муниципальное бюджетное общеобразовательное учреждение для детей и подростков. имеющих высокие интеллектуальные способности. гимназия №10 ЛИК города Невинномысска;Невинномысск;1;83;44.6227404;41.9476147
Средняя общеобразовательная школа 16 г.Минусинск;Минусинск;1;83;53.7105509;91.6871866
Лицей 7 г.Минусинск;Минусинск;2;83;53.7105509;91.6871866
МБОУ Лицей;Нижний Тагил;1;83;57.9101038;59.9813242
Средняя общеобразовательная школа 5 г.Нефтеюганск;Нефтеюганск;1;83;61.0882837;72.6164185
МБОУ СОШ № 14 г.Новокузнецка;Новокузнецк;1;83;53.7942757;87.2144046
"муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа № 61 имени Ильгизара Александровича Касакина"" ";Новокузнецк;2;83;53.7942757;87.2144046
"МБНОУ ""Гимназия № 17 им. В. П. Чкалова""";Новокузнецк;1;83;53.7942757;87.2144046
МБОУ Гимназия № 1;Новосибирск;1;83;55.0281016;82.9210575
Средняя общеобразовательная школа 151 г.Новосибирска;Новосибирск;1;83;55.0281016;82.9210575
Средняя общеобразовательная школа 120 г.Новосибирска;Новосибирск;1;83;55.0281016;82.9210575
МБОУ СОШ 92;Новосибирск;1;83;55.0281016;82.9210575
Средняя общеобразовательная школа № 84 г. Северск;Северск;1;83;56.6031143;84.8809687
Самусьский лицей имени академика В.В.Пекарского ЗАТО Северск;Самусь;1;83;56.74482;84.70422
"Муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа №45"" города Прокопьевска Кемеровской области";Прокопьевск;3;83;53.8604562;86.7183428
МБОУ Первомайскую среднюю образовательную школу Первомайского района Томской области;Первомайский;1;83;53.2485;40.2871
"БОУ г. Омска ""Лицей №64""";Омск;2;83;54.9848136;73.3674638
"МАОУ г. Новосибирска ""Вторая Новосибирская гимназия""";Новосибирск;1;83;55.0281016;82.9210575
БОУ СОШ №37;Омск;1;83;54.9848136;73.3674638
"МАОУ ""Гимназия им. А.С. Пушкина""";Сыктывкар;1;83;61.668789;50.8356491
Томский физико-технический лицей города Томска Томской области;Томск;3;83;56.4847036;84.9481737
Томский Физико-Технический лицей;Томск;5;83;56.4847036;84.9481737
Тегульдетская муниципальная средняя (полная) общеобразовательная школа;Тегульдет;1;83;57.30679;88.16004
Гимназия 3 г.Павлодар Р.Казахстан;Павлодар;1;82;52.28333;76.96667
Инженерный лицей Новосибирского государственного технического университета;Новосибирск;3;82;55.0281016;82.9210575
Лицей №84 имени Власова города Новокузнецка;Новокузнецк;2;82;53.7942757;87.2144046
"МБОУ ""Лицей№104""";Новокузнецк;4;82;53.7942757;87.2144046
Лицей № 111;Новокузнецк;2;82;53.7942757;87.2144046
Средняя общеобразовательная школа 4 г.Новокузнецка;Новокузнецк;2;82;53.7942757;87.2144046
Томь-Усинский энерготранспортный техникум г. Мыски;Мыски;2;82;53.7125516;87.8056657
"МАОУ ""СОШ №93""";Кемерово;2;82;55.3909721;86.0467864
"КГБОУ ""Алтайский краевой педагогический лицей-интернат""";Барнаул;3;82;53.3481145;83.7798362
"КГАОУ ""Школа космонавтики""";Железногорск;4;82;52.3378753;35.3516834
"КГАОУ ""Школа космонавтики""";Железногорск;4;82;56.2529346;93.532167
МБОУ лицей при ТПУ г.Томска;Томск;9;82;56.4847036;84.9481737
Средняя общеобразовательная школа 49 г.Улан-Удэ;Улан-Удэ;3;82;51.8334378;107.5841511
Республиканский лицей-интернат;Якутск;4;82;62.0280273;129.7325717
Средняя общеобразовательная школа 1 г.Читы;Чита;3;82;52.0340128;113.4994884
Гимназия 14 г.Улан-Удэ;Улан-Удэ;1;81;51.8334378;107.5841511
Муниципальное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа с углубленным изучением отдельных предметов № 3»;Ханты-Мансийск;1;81;61.0024344;69.0183322
"ГБОУ Республики Хакасия ""Хакасская национальная гимназия-интернат им. Н.Ф. Катанова""";Хакасия;1;81;53.386357;89.897078
Муниципальное автономное общеобразовательное учреждение средняя общеобразовательная школа №63;Тюмень;2;81;57.1530824;65.5343118
МАОУ средняя общеобразовательная школа №11 им. В.И. Смирнова г.Томска;Томск;1;81;56.4847036;84.9481737
Средняя общеобразовательная школа 67 г.Томска;Томск;1;81;56.4847036;84.9481737
МАОУ СОШ №47 г.Томска;Томск;1;81;56.4847036;84.9481737
МАОУ Сибирский лицей г.Томска;Томск;3;81;56.4847036;84.9481737
МАОУ Заозерная СОШ с углубленным изучением отдельных предметов №16;Томск;1;81;56.4847036;84.9481737
МАОУ гимназия №55 им. Е.Г. Вёрсткиной г. Томска;Томск;4;81;56.4847036;84.9481737
МАОУ гимназия № 55 г.Томска;Томск;1;81;56.4847036;84.9481737
"МАОУ ""Закаменская СОШ №1""";Закаменск;1;81;50.3726774;103.2867452
МБОУ средняя общеобразовательная школа №4 г.Гусиноозерска имени Героя Социалистического труда Г.Д. Тучинова;Гусиноозерск;1;81;51.2865751;106.5230732
Белоярская средняя общеобразовательная школа № 2;Белый Яр;1;81;53.60389;91.39028
"Муниципальное бюджетное общеобразовательное учреждение ""Физико-математический лицей""";Глазов;1;81;58.1359111;52.6634998
Средняя общеобразовательная школа 3 г.Анжеро-Судженск;Анжеро-Судженск;1;81;56.0787179;86.0202207
Муниципальное Бюджетное Общеобразовательное Учреждение Средняя общеобразовательная школа № 12 Муниципальное образование город курорт Анапа;Анапская;1;81;44.89671;37.386
Средняя общеобразовательная школа 1 г.Абакан;Абакан;1;81;53.7223661;91.4437792
"МБОУ ""Гимназия г. Алдан""";Алдан;1;81;58.6094885;125.3816689
Средняя общеобразовательная школа 28 г.Киселевск;Киселевск;3;81;54.0060382;86.6367387
Средняя общеобразовательная школа 11 г.Киселевск;Киселевск;2;81;54.0060382;86.6367387
Лицей №6;Красноярск;1;81;56.009466;92.8524162
МБОУ Средняя школа №17;Красноярск;1;81;56.009466;92.8524162
МБОУ СОШ №34;Кемерово;2;81;55.3909721;86.0467864
МБОУ Гимназия №17;Кемерово;2;81;55.3909721;86.0467864
МБОУ СОШ №99 г.Кемерово;Кемерово;1;81;55.3909721;86.0467864
