Учебное_заведение;Город;Число_поступающих;Средний_балл;Широта;Долгота
"МБОУ ""СОШ №92""";Кемерово;1;96;55.3909721;86.0467864
МОАУ Гимназия № 2 г. Орска;Орск;1;96;51.2293069;58.4751889
МБОУ Первомайскую среднюю образовательную школу Первомайского района Томской области;Первомайский;1;94;53.2485;40.2871
Югорский физико-математический лицей-интернат;Ханты-Мансийск;1;94;61.0024344;69.0183322
Средняя общеобразовательная школа 25 г.Междуреченск;Междуреченск;1;94;53.6865695;88.0703888
Государственная школа-интернат одарённых детей им.Сапармурата Туркменбаши;Ашхабад;1;94;37.95;58.38333
Гимназия 44 г.Иркутск;Иркутск;1;94;52.2863513;104.280655
МБОУ СОШ № 97 Г. КЕМЕРОВО ;Кемерово;1;92;55.3909721;86.0467864
Гимназия 2 г.Красноярска;Красноярск;1;92;56.009466;92.8524162
"КГУ ""Общеобразовательная школа №2"" акимата города Усть-Каменогорска";Усть-Каменогорск;1;92;49.97143;82.60586
Лицей-интернат 1 г.Улан-Удэ;Улан-Удэ;1;92;51.8334378;107.5841511
Средняя общеобразовательная школа 70 г.Тюмени;Тюмень;2;92;57.1530824;65.5343118
Лицей 21 г.Первоуральска;Первоуральск;1;92;56.9081665;59.9429205
"Муниципальное общеобразовательное автономное учреждение ""Средняя общеобразовательная школа № 52 г. Орска""";Орск;1;92;51.2293069;58.4751889
"БОУ г.Омска ""Гимназия №19""";Омск;1;92;54.9848136;73.3674638
Средняя общеобразовательная школа № 84 г. Северск;Северск;1;92;56.6031143;84.8809687
Сангарская гимназия пгт.Сангар;Сангар;1;90;63.92301;127.47135
"МБОУ ""СОШ №156 с углубленным изучением предметов художественно-эстетического цикла""";Новосибирск;1;90;55.0281016;82.9210575
МАОУ Гимназия №96;Челябинск;1;90;55.1603659;61.4007858
МБОУ СОШ №11 посёлка Шерегеш.Таштагольского района.;Шерегеш;1;90;52.9209;87.9869
"МАОУ ""Лицей №7 имени Героя Советского Союза Б.К. Чернышева""";Красноярск;1;90;56.009466;92.8524162
Кривошеинская средняя общеобразовательная школа имени Героя Советского Союза Федора Матвеевича Зинченко села Кривошеина Томской области;Кривошеино;1;90;57.34306;83.92611
МБОУ Лицей №62;Кемерово;1;90;55.3909721;86.0467864
Лицей 2 г.Камень-на-Оби;Камень-на-Оби;1;90;53.7915454;81.3545173
Средняя общеобразовательная школа п.Межозерный;Межозерный;1;90;55.05389926;61.42088979
"ГБОУ ""Курганский областной лицей-интернат для одаренных детей""";Лесниково;2;90;55.28222;65.3175
"МОУ ""Гимназия №18""";Магнитогорск;1;90;53.4071891;58.9791432
"Муниципальное бюджетное общеобразовательное учреждение ""Екатеринославская средняя общеобразовательная школа"" имени Лыхенко С.А. Шербакульского муниципального района Омской области";Екатеринославка;1;90;50.37344;129.10957
Муниципальное бюджетное общеобразовательное учреждение - средняя общеобразовательная школа № 1 г. Завитинска Амурской области;Завитинск;1;90;50.1064678;129.4392897
Средняя общеобразовательная школа 14 (Новый образовательный центр) городского округа Город Губаха Пермского края;Губаха;1;90;58.837024;57.5544441
"Муниципальное бюджетное общеобразовательное учреждение города Абакана ""Гимназия""";Абакан;1;90;53.7223661;91.4437792
КГУ Школа-гимназия 44 Турксибского района города Алматы;Алматы;1;90;43.25667;76.92861
"КГУ ""Школа-гимназия №44 "" Турксибского района города Алматы ";Алматы;1;90;43.25667;76.92861
Средняя школа № 1 уезда Вэнь провинции Хэнань;Цзяоцзо;2;89;35.23972;113.23306
Дальневосточный государственный университет путей сообщения г.Хабаровск;Хабаровск;1;88;48.4647991;135.0598811
"МБОУ ""Средняя общеобразовательная школа №10"" города Усолье-Сибирское Иркутской области";Усолье-Сибирское;1;88;52.7567192;103.6387694
"МБОУ ""Образовательный центр №11""";Череповец;1;88;59.1269214;37.9092243
МАОУ СОШ № 60;Тюмень;1;88;57.1530824;65.5343118
Средняя образовательная школа 16 г.Тобольск;Тобольск;1;88;58.2016828;68.2538392
Северский лицей;Северск;1;88;56.6031143;84.8809687
Средняя общеобразовательная школа 6 г.Сургут;Сургут;1;88;61.2539773;73.3961726
"Муниципальное бюджетное общеобразовательное учреждение Анжеро-Судженского городского округа ""Средняяобщеобразовательная школа №12""";Анжеро-Судженск;1;88;56.0787179;86.0202207
"муниципальное бюджетное общеобразовательное учреждение муниципального образования ""Город Архангельск"" ""Гимназия №6""";Архангельск;1;88;64.5392985;40.5170083
Средняя школа 1 Алданского района г.Алдан;Алдан;1;88;58.6094885;125.3816689
МАОУСОШ №16;Екатеринбург;1;88;56.8386326;60.6054887
Муниципальное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №19;Ишимбай;1;88;53.4546314;56.043874
МБО учреждение Лицей г.Нижневартовска;Нижневартовск;1;88;60.9397379;76.5696206
Камышинская средняя общеобразовательная школа;Камышино;1;88;54.26155078;77.18407995
"МБОУ ""Средняя общеобразовательная школа №50""";Кемерово;1;88;55.3909721;86.0467864
МБОУ многопрофильный лицей города Кирово-Чепецка Кировской области;Кирово-Чепецк;1;88;58.5559921;50.0317608
"МБОУ ""Средняя школа №134""";Красноярск;2;88;56.009466;92.8524162
МАОУ Гимназия №2;Красноярск;1;88;56.009466;92.8524162
Центр среднего образования высшей ступени;Мале;1;87;4.1748;73.50888
Лицей 34 г.Новокузнецка;Новокузнецк;2;87;53.7942757;87.2144046
Забайкальский краевой лицей-интернат;Чита;4;87;52.0340128;113.4994884
Средняя школа №4 г.Хазар;Хазар;1;87;41.9974;48.33325
МАОУ Гимназия №33 г. Улан-Удэ;Улан-Удэ;1;86;51.8334378;107.5841511
Школа 90;Тольятти;1;86;53.5206438;49.389461
Гимназия №1 г.Тюмени;Тюмень;1;86;57.1530824;65.5343118
"МБОУ города Новосибирска ""Экономический лицей""";Новосибирск;2;86;55.0281016;82.9210575
"МБОУ города Новосибирска ""Гимназия №1""";Новосибирск;1;86;55.0281016;82.9210575
МБОУ Гимназия № 1;Новосибирск;1;86;55.0281016;82.9210575
БОУ СОШ №37;Омск;1;86;54.9848136;73.3674638
МОУ СОШ №4;Орехово-Зуево;1;86;55.8151729;38.9870711
ГБОУ Лицей 64;Санкт-Петербург;1;86;59.93863;30.31413
Гимназия 24 г.Междуреченск;Междуреченск;1;86;53.6865695;88.0703888
"муниципальное бюджетное общеобразовательное учреждение ""Средняя школа № 64""";Красноярск;2;86;56.009466;92.8524162
"МАОУ ""Средняя школа №145"" города Красноярска Красноярского края ";Красноярск;1;86;56.009466;92.8524162
МБОУ Гимназия №18;Краснодар;1;86;45.040235;38.9760801
"ГАОУ ""Лицей Иннополис""";Казань;2;86;55.7943877;49.1115312
МАОУ СОШ №16;Екатеринбург;1;86;56.8386326;60.6054887
Средняя школа Дунъюн района Наньша. г. Гуанчжоу;Гуанчжоу;1;86;23.11667;113.25
"МБОУ ""Гимназия №1 Брянского района""";Глинищево;1;86;53.30416;34.06523
МБОУ СОШ № 8 города Белово;Белово;1;86;54.4221442;86.3036438
"МАОУ ""Лицей №6""";Бердск;1;86;54.7582375;83.1072212
Средняя школа Суанчыонг. г.Суанчыонг. провинция Намдинь;Нам Динь;1;85;20.45007336;106.1708045
МБОУ лицей при ТПУ г.Томска;Томск;38;85;56.4847036;84.9481737
Школа-центр дополнительного образования №19 акимата города Усть-Каменогорска;Усть-Каменогорск;1;85;49.97143;82.60586
Лицей им. А.Г. Баженова г.Черногорска;Черногорск;2;85;53.8258425;91.3259669
Средняя общеобразовательная школа 1 г.Читы;Чита;3;84;52.0340128;113.4994884
Средняя общеобразовательная школа 5 г.Южно-Сахалинск;Южно-Сахалинск;1;84;46.959133;142.7381252
МАОУ СОШ №42 г. Улан-Удэ;Улан-Удэ;1;84;51.8334378;107.5841511
"МАОУ ""Средняя общеобразовательная школа №26"" г.Улан-Удэ";Улан-Удэ;1;84;51.8334378;107.5841511
Муниципальное автономное общеобразовательное учреждение гимназия № 6;Хабаровск;1;84;48.4647991;135.0598811
МБОУ Гимназия №5 г. Усть-Лабинск;Усть-Лабинск;1;84;45.222676;39.6930239
Тюменский государственный университет;Тюмень;1;84;57.1530824;65.5343118
Муниципальное казённое общеобразовательное учреждение Топчихинская средняя общеобразовательная школа №1 имени Героя России Дмитрия Ерофеева;Топчиха;1;84;52.8192;83.1185
Муниципальное общеобразовательное учреждение Лицей при ТПУ г.Томск;Томск;61;84;56.4847036;84.9481737
"Муниципальное бюджетное общеобразовательное учреждение ""Естественно-математический лицей №20"" ";Псков;1;84;57.819284;28.3318188
Средняя общеобразовательная школа 15 г.Славгород;Славгород;2;84;52.9993053;78.6459674
"Муниципальное общеобразовательное бюджетное учреждение ""Лицей Соль-Илецкого городского округа"" Оренбургской области";Соль-Илецк;1;84;51.1634976;54.9895391
Онгудайская средняя образовательная школа имени С.Т.Пекпеева;Онгудай;1;84;50.75;86.15
МБОУ СОШ №6;Новый;1;84;43.36438;132.02109
Средняя общеобразовательная школа 5 г.Нефтеюганск;Нефтеюганск;1;84;61.0882837;72.6164185
"МБОУ ""Новоивановская СОШ""";Новоивановский 1-й;1;84;49.10003496;58.26209401
"МОБУ ""Лицей №7""";Минусинск;1;84;53.7105509;91.6871866
"Муниципальное казенное общеобразовательное учреждение ""Средняя школа № 5 городского округа город Михайловка Волгоградской области""";Михайловка;1;84;50.0708749;43.2400847
"МОУ ""Лицей"" г.Лесосибирска Красноярского края";Лесосибирск;1;84;58.2218201;92.5036986
"МБНОУ ""Гимназия №18"" г. Ленинска-Кузнецкого Кемеровской области";Ленинск-Кузнецкий;1;84;54.6674092;86.1796724
"муниципальное бюджетное общеобразовательное учреждение города Кургана ""Средняя общеобразовательная школа №22"" Курганской области";Курган;1;84;55.4443448;65.3161339
"Муниципальное бюджетное общеобразовательное учреждение ""СОШ №22"" Курганской области";Курган;1;84;55.4443448;65.3161339
МОУ СОШ №7;Копейск;1;84;55.1167545;61.6180809
Муниципальная средняя (полная) общеобразовательная школа № 7 г.Колпашево;Колпашево;1;84;58.3114716;82.9027528
Средняя общеобразовательная школа 40 имени Вячеслава Токарева города Бийска Алтайского края;Бийск;2;84;52.5393683;85.2138852
Средняя общеобразовательная школа №26 с углублённым изучением отдельных предметов г. Абакан;Абакан;1;84;53.7223661;91.4437792
"Муниципальное бюджетное общеобразовательное учреждение ""Физико-математический лицей""";Глазов;2;84;58.1359111;52.6634998
"МБОУ ""Боградская СОШ"" Боградского района Республики Хакасия";Боград;1;84;54.23444;90.83278
"МБОУ ""Гимназия №1 Брянского района""";Брянск;1;84;53.2420071;34.3652716
МБОУ Средняя общеобразовательная школа № 14 имени К.С. Федоровского г. Юрги Кемеровской области РФ;Юрга;3;84;55.7202689;84.8885516
Средняя общеобразовательная школа 86 г.Караганды Р.Казахстан;Караганда;1;83;49.83333;73.1658
МБОУ СОШ № 14 г.Новокузнецка;Новокузнецк;2;83;53.7942757;87.2144046
МБОУ Лицей №126;Новосибирск;4;83;55.0281016;82.9210575
"Муниципальное автономное общеобразовательное учреждение ""Средняя общеобразовательная школа №146 с углубленным изучением математики. физики. информатики"" г.Перми Пермского края";Пермь;3;83;58.0103211;56.2341778
"КГУ ""Школа-лицей №1""";Риддер;4;83;51.07371953;83.94533081
"Муниципальное автономное общеобразовательное учреждение ""Лингвистическая гимназия №3 г. Улан-Удэ""";Улан-Удэ;2;83;51.8334378;107.5841511
Сахалинский топливно-энергетический техникум;Южно-Сахалинск;1;83;46.959133;142.7381252
"Муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа №13 (с этнокультурным компонентом образования)""";Чита;1;82;52.0340128;113.4994884
МАОУ СОШ №2;Чернушка;1;82;56.5161079;56.0763919
"Муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа №19 с углубленным изучением отдельных предметов"" г. Черногорска Республики Хакасия";Черногорск;1;82;53.8258425;91.3259669
Средняя общеобразовательная школа 43 г.Улан-Удэ;Улан-Удэ;1;82;51.8334378;107.5841511
МАОУ СОШ № 42 г.Улан-Удэ;Улан-Удэ;1;82;51.8334378;107.5841511
"МБОУ ""Лицей №1""";Усолье-Сибирское;1;82;52.7567192;103.6387694
МБОУ лицей №3;Учалы;1;82;54.3066965;59.4126559
"Средняя школа ""Маохуа""";Фудин;1;82;27.327222;120.213889
"муниципальное бюджетное общеобразовательное учреждение городского округа Тольятти ""Гимназия №9"" Самарской области";Тольятти;1;82;53.5206438;49.389461
Тисульская средняя общеобразовательная школа № 1 Тисульского р-на Кемеровской области;Тисуль;3;82;55.76173;88.31228
"МАОУ ""СОШ №9 с углубленным изучением отдельных предметов""";Тобольск;2;82;58.2016828;68.2538392
Таксимовская средняя общеобразовательная школа 3 Муйского р-на Р.Бурятия;Таксимо;2;82;56.34162;114.90048
"муниципальное автономное общеобразовательное учреждение ""Гимназия №48""";Талнах;1;82;69.4865;88.3972
"Общеобразовательный лицей Федерального государственного бюджетного образовательного учреждения высшего образования ""Тюменский индустриальный университет""";Тюмень;2;82;57.1530824;65.5343118
МАОУ лицей №81;Тюмень;1;82;57.1530824;65.5343118
МАОУ гимназия с углубленным изучением иностранных языков №21 города Тюмени;Тюмень;2;82;57.1530824;65.5343118
Муниципальное автономное общеобразовательное учреждение лицей №1 имени А.С.Пушкина г.Томска;Томск;1;82;56.4847036;84.9481737
МАОУ гимназия № 55 г.Томска;Томск;1;82;56.4847036;84.9481737
Средняя общеобразовательная школа 14 г.Риддер Р.Казахстан;Риддер;2;82;51.07371953;83.94533081
Средняя общеобразовательная школа 7 г.Рубцовск;Рубцовск;1;82;51.5013075;81.2077729
Муниципальное бюджетное общеобразовательное учреждение средняя общеобразовательная школа с углубленным изучением отдельных предметов №30;Пятигорск;1;82;44.0411669;43.0661091
"МБОУ ""Школа №10""";Прокопьевск;1;82;53.8604562;86.7183428
МОУ Гимназия №1;Петровск-Забайкальский;1;82;51.2748381;108.8467139
"муниципальное бюджетное общеобразовательное учереждение ""Лицей №46 Петропавловск-Камчатского городского округа Камчатский край";Петропавловск-Камчатский;1;82;53.0370213;158.6559142
Муниципальное автономное общеобразовательное учреждение Гимназия № 1 города Сосновоборска;Сосновоборск;3;82;56.1202088;93.3353411
Старобрянская средняя общеобразовательная школа с.Старая Брянь Заиграевского района Р.Бурятия;Старая Брянь;1;82;51.61613662;108.1703293
Средняя школа Хуацин района Линьтун г. Сиань;Сиань;1;82;34.25833;108.92861
МБОУ гимназия имени Ф.К.Салманова города Сургута Ханты-Мансийского автономного округа - Югры Тюменской области;Сургут;1;82;61.2539773;73.3961726
Северская гимназия г.Северск;Северск;1;82;56.6031143;84.8809687
СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 93;Пермь;1;82;58.0103211;56.2341778
"МОАУ ""СОШ №71""";Оренбург;1;82;51.7875191;55.1017379
"бюджетное общеобразоваетльное учреждение ""Средняя общеобразоваетльная школа № 4 имени И.И. Стрельникова""";Омск;1;82;54.9848136;73.3674638
Средняя общеобразовательная школа 109 с угл. изуч. отд. предм. г.Омск;Омск;1;82;54.9848136;73.3674638
Средняя школа 1 с углубленным изучением физики и математике им А.П.Завенягина ;Норильск;1;82;69.3490828;88.2009965
"МБОУ г. Новосибирска ""Гимназия №3 в Академгородке""";Новосибирск;4;82;55.0281016;82.9210575
Средняя школа №1 с углубленным изучением физики и математики им. А.П.Завенягина г. Норильск Красноярский край;Норильск;1;82;69.3490828;88.2009965
"МАОУ ""Лицей №56""";Новоуральск;1;82;57.2471507;60.095701
МБОУ города Новосибирска Лицей №113;Новосибирск;1;82;55.0281016;82.9210575
Лицей информационных технологий г.Новосибирск;Новосибирск;1;82;55.0281016;82.9210575
Специализированный учебно-научный центр НГУ;Новосибирск;15;82;55.0281016;82.9210575
"МБОУ ""СОШ №55""";Новокузнецк;1;82;53.7942757;87.2144046
Средняя общеобразовательная школа 112 с углубленным изучением информатики г.Новокузнецка;Новокузнецк;3;82;53.7942757;87.2144046
МБОУ Средняя общеобразовательная шклла №60 г. Новокузнецка;Новокузнецк;1;82;53.7942757;87.2144046
Средняя общеобразовательная школа 13 г.Нижневартовск ХМАО;Нижневартовск;1;82;60.9397379;76.5696206
"МОАУ ""Гимназия №1""";Нефтекамск;1;82;56.0883075;54.2483391
"МОАУ ""Башкирская гимназия""";Нефтекамск;1;82;56.0883075;54.2483391
"МОУ ""МГМЛ при МГТУ им. Г. И. Носова""";Магнитогорск;1;82;53.4071891;58.9791432
Гимназия имени Горького А. М.;Москаленки;1;82;54.98064046;71.91778884
МОБУ гимназия №1 муниципального района Мелеузовский район РБ;Мелеуз;1;82;52.9590637;55.9283483
Гимназия 6 имени С.Ф. Вензелева города Междуреченска Кемеровской области;Междуреченск;4;82;53.6865695;88.0703888
Гимназия 6 г.Междуреченск;Междуреченск;3;82;53.6865695;88.0703888
СОШ №78;Кемерово;1;82;55.3909721;86.0467864
МБОУ СОШ №2;Коркино;1;82;54.8903023;61.4034541
"МКОУ ""Вавиловская средняя общеобразовательная школа"" Бакчарского района Томской области";Вавиловка;1;82;57.0726897;82.0149529
"Муниципальное бюджетное общеобразовательное учреждение ""СОШ №1""";Верещагино;1;82;58.0797908;54.6580948
МАОУ Богандинская СОШ №1;Богандинский;1;82;56.89375;65.89378
"МАОУ ""Средняя общеобразовательная школа №1"" г. Горнозаводска";Горнозаводск;1;82;58.3743406;58.3230329
Специализированный учебно-научный центр федерального государственного автономного образовательного учреждения высшего образования «Уральский федеральный университет имени первого Президента России Б.Н. Ельцина»;Екатеринбург;2;82;56.8386326;60.6054887
МАОУ СОШ с УИОП №53;Екатеринбург;1;82;56.8386326;60.6054887
МАОУ СОШ №181;Екатеринбург;1;82;56.8386326;60.6054887
Гимназия № 120 г.Екатеринбурга;Екатеринбург;1;82;56.8386326;60.6054887
Средняя общеобразовательная школа 15 с углубленным изучением отдельных предметов г.Заринск;Заринск;1;82;53.7063495;84.9314703
МБОУ г. Иркутска лицей №2;Иркутск;1;82;52.2863513;104.280655
МАОУ Лицей ИГУ города Иркутска;Иркутск;1;82;52.2863513;104.280655
МАОУ Лицей ИГУ г. Иркутска;Иркутск;5;82;52.2863513;104.280655
Опытненская средняя общеобразовательная школа с.Зеленое;Зеленое;1;82;44.59583;34.00921
"МБОУ ""СОШ №89 с углубленным изучением отдельных предметов"" ";Ижевск;1;82;56.8527444;53.2113961
Гимназия г.Абакана;Абакан;1;82;53.7223661;91.4437792
МБОУСОШ№18;Апшеронск;1;82;44.4585239;39.7300092
МБОУ СОШ № 16;Белово;1;82;54.4221442;86.3036438
Средняя школа № 16 города Ачинска;Ачинск;1;82;56.2538662;90.47949
Средняя общеобразовательная школа 125 г.Барнаул;Барнаул;1;82;53.3481145;83.7798362
Якутский городской лицей г.Якутск;Якутск;1;82;62.0280273;129.7325717
"Школа ""Химнасио Лас-Пальмас""";Богота;1;81;4.60971;-74.08175
МОУ ИТЛ №24;Нерюнгри;2;81;56.6600322;124.72031
Структурное подразделение Новосибирского государственного угниверситета-Специализированный учебно-научный центр НГУ г.Новосибирск;Новосибирск;2;81;55.0281016;82.9210575
СУНЦ Университета. г. Новосибирск;Новосибирск;5;81;55.0281016;82.9210575
"ОГБОУ ""Томский физико-технический лицей"" г. Томска Томской области";Томск;2;81;56.4847036;84.9481737
Гимназия имени Н.Д. Лицмана города Тобольска Тюменской области;Тобольск;1;80;58.2016828;68.2538392
МАОУ СОШ №9 с углубленным изучением отдельных предметов;Тобольск;1;80;58.2016828;68.2538392
МАОУ гимназия №55 им. Е.Г.Вёртскиной г. Томска;Томск;1;80;56.4847036;84.9481737
МАОУ СОШ №47 г.Томска;Томск;1;80;56.4847036;84.9481737
Муниципальная полная школа № 36 г. Томска;Томск;1;80;56.4847036;84.9481737
МОУ Лицей 8 им. Н.Н.Рукавишникова г.Томск;Томск;3;80;56.4847036;84.9481737
МАОУ СОШ №62;Тюмень;1;80;57.1530824;65.5343118
МАОУ СОШ №42 города Тюмени;Тюмень;1;80;57.1530824;65.5343118
Муниципальное автономное общеобразовательное учреждение средняя общеобразовательная школа №63;Тюмень;2;80;57.1530824;65.5343118
МАОУ СОШ №70 города Тюмени имени Великой Победы;Тюмень;1;80;57.1530824;65.5343118
Турочакская средняя общеобразовательная школа Республики Алтай;Турочак;1;80;52.2576;87.1224
Средняя школа с углубленным изучением отдельных предметов №80 г.Хабаровска;Хабаровск;1;80;48.4647991;135.0598811
"МБОУ ""Ордена Дружбы народов гимназия №3 им. А. М. Горького"" городского округа город Уфа Республики Башкортостан ";Уфа;1;80;54.734853;55.9578647
МАОУ Лицей 46;Уфа;1;80;54.734853;55.9578647
Физико-математический лицей № 93;Уфа;3;80;54.734853;55.9578647
Средняя школа №2 им. М.Гелдиева г.Хазар;Хазар;2;80;41.9974;48.33325
Средняя школа Нгуен Бинь Кхием. г. Халонг. провинция Куангнинь;Халонг;1;80;20.95045;107.07336
МБОУ лицей №1;Цимлянск;1;80;47.6477668;42.093022
"Бюджетное общеобразовательное учреждение Ханты-Мансийского автономного округа - Югры ""Югорский физико-математический лицей-интернат"" города Ханты-Мансийска Тюменской области";Ханты-Мансийск;1;80;61.0024344;69.0183322
"МБОУ ""Гимназия №9""";Усолье-Сибирское;1;80;52.7567192;103.6387694
Гимназия 1 г.Усолье-Сибирское;Усолье-Сибирское;1;80;52.7567192;103.6387694
Муниципальное бюджетное общеобразовательное учреждение средняя общеобразовательная школа 24;Уссурийск;1;80;43.79726;131.9517262
"МАОУ ""Средняя общеобразовательная школа № 25 с углубленным изучением отдельных предметов г. Уссурийска имени В.Г. Асапова";Уссурийск;1;80;43.79726;131.9517262
Средняя общеобразовательная школа 27 г.Усть-Каменогорск Р.Казахстан;Усть-Каменогорск;1;80;49.97143;82.60586
"Россия г. Челябинск МАОУ ""Лицей №37""";Челябинск;1;80;55.1603659;61.4007858
"МБОУ ""Средняя общеобразовательная школа № 30"" города Читы Забайкальского края";Чита;1;80;52.0340128;113.4994884
СУНЦ НГУ;Новосибирск;1;80;55.0281016;82.9210575
Структурное подразделение Новосибирского государственного университета Специализированный учебно-научный центр Университета;Новосибирск;5;80;55.0281016;82.9210575
Лицей 84;Новокузнецк;2;80;53.7942757;87.2144046
Педагогический лицей имени А.С. Пушкина (НГПЛ);Новосибирск;1;80;55.0281016;82.9210575
Гимназия № 12 г. Новосибирска;Новосибирск;1;80;55.0281016;82.9210575
Аэрокосмический лицей имени Ю.В. Кондратюка г. Новосибирска;Новосибирск;2;80;55.0281016;82.9210575
"МБОУ ""Лицей №200""";Новосибирск;1;80;55.0281016;82.9210575
"муниципальное бюджетное общеобразовательное учреждение города Новосибирска ""Средняя общеобразовательная школа № 202""";Новосибирск;1;80;55.0281016;82.9210575
Профессиональное училище № 105 г Норильска;Норильск;1;80;69.3490828;88.2009965
Средняя общеобразовательная школа 2 с угл. изучением иностранных языков г.Ноябрьска;Ноябрьск;1;80;63.201846;75.4509665
Одесская средняя общеобразовательная школа Одесского района;Одесское;1;80;54.215;72.9651
Муниципальное бюджетное общеобразовательное учреждение «Гимназия №2» городского округа город Октябрьский Республики Башкортостан;Октябрьский;1;80;54.4815344;53.4656611
"ФГБОУ ВО ОмГПУ ""Академический лицей""";Омск;1;80;54.9848136;73.3674638
"БОУ г.Омска ""Гимназия №69 им. Чередова И.М.""";Омск;1;80;54.9848136;73.3674638
ОСОШ №1 г.Перми;Пермь;1;80;58.0103211;56.2341778
Школа №482;Парголово;1;80;60.0812;30.27626
Павлодарский монтажный колледж;Павлодарская;1;80;54.03826409;71.07452173
Гимназия 9 г.Свободного Амурской области;Свободный;1;80;51.361264;128.1218995
"Школа № 1 ""Полифорум""";Серов;1;80;59.6048651;60.5752136
"Муниципальное бюджетное общеобразовательное учреждение""Средняя общеобразовательная  школа №121""";Снежинск;1;80;56.085232;60.7324989
Муниципальное бюджетное общеобразовательное учреждение Степановская средняя общеобразовательная школа;Степановка;1;80;46.79489;29.98684
МАОУ СОШ №4 г.Покачи;Покачи;1;80;61.7421977;75.5942069
Средняя(полная) общеобразовательная школа №44 с углубленным изучением отдельных предметов;Полысаево;1;80;54.6053968;86.2808803
"муниципальное бюджетное общеобразовательное учреждение""Средняя общеобразовательная школа №51""";Прокопьевск;1;80;53.8604562;86.7183428
Алтайская школа-интернат с первоначальной летной подготовкой им. Павлюкова;Рубцовск;1;80;51.5013075;81.2077729
МБОУ школа №166;Самара;1;80;53.1951657;50.1067691
МБОУ Средняя общеобразовательная школа №12 им. Л.А.Лапина гор. Сарапула;Сарапул;1;80;56.4616117;53.8036967
Средняя общеобразовательная школа им.Н.И.Вавилова;Саратов;1;80;51.530376;45.9530257
"МОУ ""Лицей 50""";Саратов;1;80;51.530376;45.9530257
"МБОУ ""СОШ №13""";Сатка;1;80;55.0404497;59.0288153
МОАУ СОШ № 4 городского округа город Нефтекамск Республики Башкортостан;Нефтекамск;1;80;56.0883075;54.2483391
муниципальное бюджетное общеобразовательное учреждение для детей и подростков. имеющих высокие интеллектуальные способности. гимназия №10 ЛИК города Невинномысска;Невинномысск;1;80;44.6227404;41.9476147
Средняя общеобразовательная школа №15 города Нерюнгри;Нерюнгри;1;80;56.6600322;124.72031
Средняя школа № 9 с углубленным изучением отдельных предметов;Нижневартовск;1;80;60.9397379;76.5696206
МБОУ СОШ №22;Новокузнецк;1;80;53.7942757;87.2144046
"Частное общеобразовательное учреждение ""Православная гимназия во имя Святителя Луки Войно-Ясенецкого""";Новокузнецк;1;80;53.7942757;87.2144046
Средняя общеобразовательная школа №79;Новокузнецк;1;80;53.7942757;87.2144046
Средняя общеобразовательная школа 12 г.Новоалтайск;Новоалтайск;1;80;53.4120811;83.9311249
"МБОУ ""Лицей №8 города Новоалтайска Алтайского края""";Новоалтайск;1;80;53.4120811;83.9311249
Николаевская средняя общеобразовательная школа;Николаевка;1;80;53.1257;47.2041
Шегарская муниципальная средняя (полная) общеобразовательная школа № 2;Мельниково;1;80;56.55738;84.0835
"Муниципальное Автономное Нетиповое Образовательное Учреждение ""Гимназия №2""";Мариинск;1;80;56.2127836;87.7454392
Могойтуйская средняя общеобразовательная школа 2 Забайкальского края;Могойтуй;1;80;51.28333;114.91667
Муниципальное автономное общеобразовательное учреждение «Миасская средняя общеобразовательная школа № 16»;Миасс;4;80;55.0455774;60.1077757
Миасская средняя общеобразовательная школа №20;Миасс;1;80;55.0455774;60.1077757
МАОУ СОШ №56 УИМ;Магнитогорск;1;80;53.4071891;58.9791432
Средняя общеобразовательная школа 7 г.Лянтор;Лянтор;1;80;61.6391639;72.1793828
"МАОУ ""СОШ №7""";Курган;2;80;55.4443448;65.3161339
"муниципальное бюджетное общеобразовательное учреждение города Кургана ""Гимназия №31"" Курганской области";Курган;2;80;55.4443448;65.3161339
Средняя общеобразовательная школа № 22;Курган;1;80;55.4443448;65.3161339
Средняя общеобразовательная школа 4 г.Краснокаменска;Краснокаменск;1;80;50.092858;118.0323407
МАОУ Новосибирского района Новосибирской области - лицей №13 п. Краснообск;Краснообск;2;80;54.9198;82.9909
"Средняя школа ""Комплекс Покровский""";Красноярск;1;80;56.009466;92.8524162
Средняя общеобразовательная школа 7 г.Комсомольск-на-Амуре;Комсомольск-на-Амуре;1;80;50.550011;137.0079286
Лицей №6;Красноярск;1;80;56.009466;92.8524162
"Муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа №3""";Кумертау;1;80;52.7565537;55.7969915
МБОУ СОШ №12;Кумертау;1;80;52.7565537;55.7969915
Сибирский федеральный университет;Красноярск;1;80;56.009466;92.8524162
МАОУ СШ №145;Красноярск;1;80;56.009466;92.8524162
Средняя общеобразовательная школа 45 г.Кемерово;Кемерово;1;80;55.3909721;86.0467864
Средняя общеобразовательная школа № 28 г.Кемерово;Кемерово;1;80;55.3909721;86.0467864
