Средний_балл;Учебное_заведение;Город;Число_поступающих
76;Гимназия № 48;Челябинск;1
76;средняя школа №45;Уфа;1
75;Усть-Каменогорский политехнический колледж Р.Казахстан;Усть-Каменогорск;1
75;Школа-гимназия №45;Южно-Казахстанская;1
75;Частная школа Такоради;Тарква;1
75;Специализированная школа для одаренных детей с обучением на 3-х языках г.Тараз Р.Казахстан;Тараз;2
75;"муниципальное бюджетное нетиповое общеобразовательное учреждение ""Лицей № 84 имени В.А.Власова ";Новокузнецк;6
75;Средняя общеобразовательная школа № 2;Ленинск-Кузнецкий;5
75;Институт Тутазамие, провинция Верхняя Катанга;Ликаси;1
75;КГУ «Школа-лицей № 59»;Нур-Султан;1
75;Осинниковский политехнический техникум;Осинники;1
75;"Государственное учреждение ""Средняя общеобразовательная школа-гимназия №9 города Павлодара""";Павлодар;1
75;Муниципальная средняя (полная) общеобразовательная школа № 83 г.Северск;Северск;5
75;МАОУ Лицей №130;Екатеринбург;2
75;МАОУ Новосибирского района Новосибирской области - лицей №13 п. Краснообск;Краснообск;2
75;Губернаторский многопрофильный лицей-интернат г.Кемерово;Кемерово;12
75;"КГУ""Гимназия№93""";Карагандинская;1
75;Школа-гимназия №10 отдела образования Абайского района;Абай;1
75;Средняя общеобразовательная школа №44 город Бишкек;Бишкек;1
75;Горно-Алтайский государственный политехнический колледж им. М.З. Гнездилова;Горно-Алтайск;1
74;Гальбштадтская средняя общеобразовательная школа Немецкого национального района Алтайского края;Гальбштадт;1
74;МБОУ Средняя общеобразовательная школа №1;Бийск;1
74;Алтайский краевой педагогический лицей-интернат г.Барнаул;Барнаул;1
74;"КГБОУ ""Алтайская школа интернат с первоначальной летной подготовкой им. Героя советского Союза К.Г. Павлюкова""";Барнаул;1
74;Гимназия 42 г.Барнаул;Барнаул;4
74;"КГУ ""Школа-гимназия №10""отдела образования Абайского района";Абай;1
74;Гимназия г.Абакана;Абакан;1
74;Средняя общеобразовательная школа 6 г.Ачинск;Ачинск;3
74;"МБОУ ""Гимназия №69"" им. И.В. Панфилова г. Барнаула Алтайского края";Барнаул;1
74;Анжеро-Судженский горный техникум;Анжеро-Судженск;2
74;МОУ Кафтанчиковская средняя общеобразовательная школа;Кафтанчиково;1
74;"МБОУ ""Гимназия №21""";Кемерово;3
74;Лицей №23 г. Кемерово;Кемерово;1
74;ГОУ ВПО Кемеровский государственный университет;Кемерово;1
74;Лицей 102 г.Железногорск;Железногорск;5
74;Средняя общеобразовательная школа 176 г.Зеленогорск;Зеленогорск;1
74;Излучинская общеобразовательная средняя школа 2;Излучинск;1
74;Муниципальная средняя (полная) общеобразовательная школа № 89 г.Северск;Северск;3
74;МБОУ СОШ №1;Саяногорск;1
74;"МБОУ ""Средняя школа №104"" пос. Подгорный ЗАТО Железногорск Красноярского края";Подгорный;1
74;"МБОУ ""Средняя общеобразовательная школа № 5"" - ""Школа здоровья и развития""";Радужный;1
74;"МБОУ ""Павловская СОШ""";Павловск;1
74;"ГУ ""Средняя общеобразовательная школа №13 города Павлодара""";Павлодар;1
74;"БОУ г.Омска ""Гимназия №88""";Омск;1
74;Средняя общеобразовательная школа №28 с углубленным изучением отдельных предметов;Омск;1
74;"МБОУ ""Лицей №185""";Новосибирск;1
74;"МАОУ ""Гимназия №7 ""Сибирская""";Новосибирск;1
74;Майкаинская средняя общеобразовательная школа №2 отдела образования Баянаульского района;Майкаин;3
74;"МОУ ""Лицей"" г.Лесосибирска Красноярского края";Лесосибирск;1
74;Средняя общеобразователдьная школа 8 г.Магнитогорска;Магнитогорск;1
74;"МАОУ ""Лицей №6""";Миасс;1
74;"Муниципальное бюджетное общеобразовательное учреждение ""Гимназия № 12""";Ленинск-Кузнецкий;2
74;"муниципальное бюджетное общеобразовательное учреждение города Кургана ""Гимназия №47"" Курганской области";Курган;1
74;"МАОУ Лицей №6 ""Перспектива""";Красноярск;5
74;Гимназия 2 г.Красноярска;Красноярск;1
74;"МБНОУ ""Гимназия №62""";Новокузнецк;1
74;Новосибирский промышленный техникум;Новосибирск;1
74;Николаевская средняя общеобразовательная школа;Николаевка;1
74;муниципальное бюджетное общеобразовательное учреждение Тамбовская средняя общеобразовательная школа;Тамбовка;1
74;"муниципальное бюджетное общеобразовательное учреждение Тогучинского района Новосибирской области ""Тогучинская средняя школа №3""";Тогучин;1
74;Средняя общеобразовательная школа 9 г.Таштагол;Таштагол;6
74;Таловская средняя общеобразовательная школа Змеиногорского района Алтайского края;Таловка;1
74;Таксимовская средняя общеобразовательная школа 3 Муйского р-на Р.Бурятия;Таксимо;1
74;"МОУ ""Средняя школа № 5 г. о. Стрежевой с углубленным изучением отдельных предметов""";Стрежевой;6
74;Средняя общеобразовательная школа 43 г.Семей Р.Казахстан;Семей;2
74;"КГУ ""специализированная мужская школа-лицей-интернат Жас Улан имени Ш. Уалиханова для одаренных детей""";Семей;1
74;Томский базовый медицинский колледж;Томск;2
74;Средняя общеобразовательная школа 14 имени А.Ф. Лебедева г. Томска;Томск;1
74;Школа-лицей №6 г.Экибастуза Р.Казахстан;Экибастуз;2
74;"МБОУ ""Лицей города Юрги"" ";Юрга;11
74;МБОУ Шушенская средняя общеобразовательная школа №1 пгт Шушенское Шушенского района Красноярского края;Шушенское;1
74;МБОУ Лицей г.Черногорска Республики Хакасия;Черногорск;1
74;Средняя общеобразовательная школа № 8 г.Читы Забайкальского края;Чита;3
74;Гимназия 1 г.Усолье-Сибирское;Усолье-Сибирское;1
74;Средняя общеобразовательная школа 8 г.Улан-Удэ;Улан-Удэ;1
74;МАОУ СОШ №70 города Тюмени имени Великой Победы;Тюмень;1
74;МАОУ гимназия с углубленным изучением иностранных языков №21 города Тюмени;Тюмень;2
74;"ГБОУ Республики Хакасия ""Хакасская национальная гимназия-интернат им. Н.Ф. Катанова""";Хакасия;2
73;Черногорский горно-строительный техникум;Черногорск;1
73;КГУ СОШ №10;Экибастуз;1
73;Русская классическая гимназия №2 г.Томска;Томск;2
73;Муниципальное общеобразовательное учреждение гимназия № 29 г.Томск;Томск;8
73;Муниципальная средняя (полная) общеобразовательная школа № 49 г.Томск;Томск;2
73;Средняя общеобразовательная школа 27 г.Семей Р.Казахстан;Семей;1
73;Академический лицей при Ташкентском государственном техническом университете им Ислама Каримова;Ташкент;1
73;Гимназия 6 имени С.Ф. Вензелева города Междуреченска Кемеровской области;Междуреченск;3
73;МБОУ Лицей №20 г. Междуреченска;Междуреченск;2
73;Средняя общеобразовательная школа № 56 с углублённым изучением отдельных предметов;Омск;3
73;Государственное учреждение Гимназия 3 для одаренных детей города Павлодара;Павлодар;2
73;Средняя общеобразовательная школа-гимназия №9 города Павлодара;Павлодар;1
73;Средняя общеобразовательная школа 14 г.Риддер Р.Казахстан;Риддер;2
73;Средняя школа им.Шестакова с дошкольным мини-центром п.Карабулак Р.Казахстан;Карабулак;1
73;Кемеровский аграрный техникум;Кемерово;1
73;"МБНОУ""Городской классический лицей""";Кемерово;12
73;"ГБОУ Республики Хакасия ""Хакасская национальная гимназия-интернат им. Н.Ф. Катанова""";Абакан;6
73;Лицей 48 г.Алматы Р.Казахстан;Алматы;1
73;Гимназия 80 г.Барнаул;Барнаул;2
73;Средняя общеобразовательная школа № 12 города Белово Кемеровской области;Белово;4
72;"МБОУ ""Кадетская школа"" г. Бийска";Бийск;1
72;МАОУ СОШ №2;Верхняя Пышма;1
72;"КГУ ""Школа-лицей города Алтай Восточно-Казахстанской области""";Алтай;1
72;Средняя школа 1 Алданского района г.Алдан;Алдан;1
72;Хакасский политехнический колледж;Абакан;1
72;Средняя общеобразовательная школа 72 г.Барнаула;Барнаул;1
72;"Муниципальное бюджетное общеобразовательное учреждение ""Лицей №101""";Барнаул;1
72;Лицей №62 г. Кемерово;Кемерово;4
72;Средняя общеобразовательная школа № 94 г.Кемерово;Кемерово;4
72;Лицей № 2 г.Караганда Р.Казахстан;Караганда;1
72;Школа-лицей 101 г.Караганда Р.Казахстан;Караганда;2
72;Средняя общеобразовательная школа 81 г.Караганда Р.Казахстан;Караганда;1
72;МАОУ Зональненская средняя общеобразовательная школа;Зональная станция;1
72;Железногорская средняя общеобразовательная школа 4 г.Железногорска-Илимского;Железногорск-Илимский;1
72;"МБОУ ""СОШ №2""";Дагестанские Огни;1
72;"МБОУ ""Школа №10""";Прокопьевск;1
72;Средняя общеобразовательная школа № 14;Прокопьевск;5
72;"МБОУ ""Гимназия №3""";Рубцовск;1
72;"КГУ ""Гимназия №5""";Рудный;1
72;Сангарская гимназия пгт.Сангар;Сангар;1
72;Средняя школа им.Панфилова с.Ортатобе;Ортатобе;5
72;МОУ СОШ №4;Орехово-Зуево;1
72;"Государственное учреждение ""Школа-лицей №54"" города Нур-Султан";Нур-Султан;1
72;"МБОУ ""Инженерный лицей НГТУ""";Новосибирск;2
72;"МБОУ г. Новосибирска ""Гимназия №9 имени Героя Российской Федерации Немыткина Михаила Юрьевича""""";Новосибирск;1
72;МБОУ СОШ №26;Новосибирск;1
72;"МБОУ "" ГИМНАЗИЯ № 6 ИМЕНИ С. Ф. ВЕНЗЕЛЕВА"" ГОРОДА МЕЖДУРЕЧЕНСКА";Междуреченск;5
72;Лицей 20 г.Междуреченск;Междуреченск;14
72;Лицей№ 3;Красноярск;1
72;"МБОУ ""Лицей №8 города Новоалтайска Алтайского края""";Новоалтайск;1
72;СУНЦ Университета, г. Новосибирск;Новосибирск;1
72;Школа 90;Тольятти;1
72;Тарко-Салинская средняя школа 1 пгт.Тарко-Сале;Тарко-Сале;1
72;Средняя школа-лицей 5 г.Талдыкорган Р.Казахстан;Талдыкорган;1
72;МБОУ СОШ №15;Славгород;1
72;Муниципальное автономное общеобразовательное учреждение Гимназия № 1 города Сосновоборска;Сосновоборск;2
72;Томский автомобильно-дорожный техникум;Томск;3
72;Томский государственный университет;Томск;1
72;Томский Физико-Технический лицей;Томск;5
72;МАОУ гимназия №55 им. Е.Г. Вёрсткиной г. Томска;Томск;7
72;Муниципальная средняя (полная) общеобразовательная школа № 19 г.Томск;Томск;1
72;Республиканский лицей-интернат;Якутск;4
72;Лицей им. А.Г. Баженова г.Черногорска;Черногорск;2
72;Средняя школа № 1 уезда Хуэйань пров. Фуцзянь;Хуэйань;1
71;Томский техникум информационных технологий;Томск;2
71;Томский физико-технический лицей города Томска Томской области;Томск;4
71;Томский химико-технологический лицей № 42;Томск;1
71;"КГУ ""Школа-гимназия №4 имени Л.Н.Толстого""";Степногорск;3
71;МБОУ Сургутский Естественно-научный ;Сургут;3
71;Специализированный учебно-научный центр НГУ;Новосибирск;7
71;"МБНОУ ""Гимназия №59""";Новокузнецк;4
71;"МАОУ ""Гимназия №13 ""Академ""";Красноярск;2
71;МБОУ Лицей №2;Красноярск;2
71;МБОУ Лицей №81;Новосибирск;4
71;МАОУ Гимназия №12;Новосибирск;4
71;Средняя общеобразовательная школа 97 г.Омска;Омск;1
71;МАОУ Средняя общеобразовательная школа № 14;Кемерово;10
71;"Школа ОФРО ""БЭСТ""";Алматы;1
71;Горно-Алтайский государственный университет;Горно-Алтайск;1
71;Лицей при КГТУ им.И.Раззакова г.Бишкек р.Кыргызстан;Бишкек;1
71;"МБОУ ""Лицей №17""";Березовский;4
71;Профессиональное училище  № 5 им.А.А.Котегова г. Белово;Белово;1
70;Средняя общеобразовательная школа 8 г.Бийск;Бийск;1
70;Средняя общеобразовательная школа города Билибино Чукотского автономного округа;Билибино;1
70;Республиканский классический лицей;Горно-Алтайск;11
70;Средняя общеобразовательная школа 11 г.Гурьевск;Гурьевск;3
70;Вынгапуровская средняя школа г.Ноябрьск;Вынгапуровский;1
70;Гимназия 27 г.Алматы Р.Казахстан;Алматы;1
70;Средняя общеобразовательная школа 19 г.Абакан;Абакан;1
70;Средняя общеобразовательная школа 11 г.Абакан;Абакан;1
70;Средняя общеобразовательная школа 3 с углубленным изучением математики г.Ачинска;Ачинск;1
70;Аль-Ирак Аль-Джадид;Багдад;1
70;Многопрофильная гимназия № 11 г.Анжеро-Судженска;Анжеро-Судженск;1
70;"МАОУ ""СОШ №93""";Кемерово;1
70;"МАОУ ""СОШ №78""";Кемерово;2
70;МБОУ Лицей № 89;Кемерово;6
70;МБОУ СОШ №24;Кемерово;1
70;Лицей 1 г.Киселевск;Киселевск;2
70;Средняя общеобразовательная школа 4 г.Краснокаменска;Краснокаменск;1
70;МБОУ СОШ №78;Краснодар;1
70;МБОУ средняя общеобразовательная школа №4 г.Гусиноозерска имени Героя Социалистического труда Г.Д. Тучинова;Гусиноозерск;1
70;МАОУ Гимназия № 10;Дивногорск;1
70;"Краевая школа-интернат по работе с одаренными детьми Школа космонавтики""";Железногорск;3
70;Средняя общеобразовательная школа 17 г.Караганда Р.Казахстан;Караганда;1
70;Коммунальное государственное учреждение Иртышская средняя общеобразовательная школа 1;Иртышск;2
70;КГУ «школа-гимназия 22»;Нур-Султан;1
70;Гимназия 12;Новосибирск;2
70;"БОУ г.Омска ""Гимназия №69 им. Чередова И.М.""";Омск;1
70;Подгорнская муниципальная средняя (полная) общеобразовательная школа;Подгорное;2
70;"Муниципальное автономное общеобразовательное учреждение ""Средняя общеобразовательная школа №3 с углубленным изучением отдельных предметов имени Героя России Игоря Ржавитина""";Ревда;1
70;"МАОУ ""Средняя школа №143"" имени Тимошенко А.В."" г. Красноярска";Красноярск;1
70;Кулундинская средняя общеобразовательная школа 1 Кулундинского района Алтайского края;Кулунда;1
70;Кызыл-Озёкская средняя общеобразовательная школа Майминского района Р.Алтай;Кызыл-Озек;1
70;Лицей №7;Минусинск;1
70;"муниципальное автономное нетиповое общеобразовательное учреждение ""Гимназия №2"" города Мариинска Кемеровской области";Мариинск;1
70;Лицей №35 имени А.И.Герлингер;Новокузнецк;4
70;Лицей № 11;Новокузнецк;4
70;МБОУ СОШ № 14 г.Новокузнецка;Новокузнецк;1
70;Средняя общеобразовательная школа №99;Новокузнецк;3
70;МБОУ СОШ №32 ;Нижний Тагил;1
70;МБОУ средняя общеобразовательная школа №15;Нижневартовск;1
70;МБО учреждение Лицей г.Нижневартовска;Нижневартовск;1
70;"МОУ ""Средняя общеобразовательная школа №1 с углубленным изучением отдельных предметов "" города Надым";Надым;1
70;МБОУ Суховская СОШ;Сухой;1
70;Тальменская средняя общеобразовательная школа 1 Алтайского края;Тальменка;1
70;Средняя общеобразовательная школа № 4 им.И.С.Черных;Томск;3
70;Средняя общеобразовательная школа № 25 г.Томска;Томск;2
70;Муниципальная средняя (полная) общеобразовательная школа № 23 г.Томск;Томск;6
70;МБОУ лицей №1;Цимлянск;1
70;"Муниципальное автономное общеобразовательное учреждение ""Лингвистическая гимназия №3 г. Улан-Удэ""";Улан-Удэ;1
70;Школа-лицей 3 имени Шокана Уалиханова города Усть-Каменогорска;Усть-Каменогорск;2
70;"МБОУ ""Образовательный центр №11""";Череповец;1
70;"Муниципальное автономное общеобразовательное учреждение ""Средняя общеобразовательная школа №8""";Шарыпово;1
70;"муниципальное автономное общеобразовательное учреждение ""Средняя общеобразовательная школа №3"" города Ялуторовска";Ялуторовск;1
70;Национальная политехническая образовательная школа 2 г.Якутск;Якутск;1
70;МАОУ Гимназия города Юрги Кемеровская область;Юрга;1
69;Политехнический колледж управления образования города Шымкент;Шымкент;1
69;Средняя общеобразовательная школа 8 г.Шарыпово;Шарыпово;7
69;Школа-гимназия 1 города Шопокова Сокулукского района Чуйской области;Шопоков;4
69;Лицей-интернат 61;Улан-Удэ;3
69;Средняя школа №2 Мэйлисы-Даурского национального района г. Цицикар;Цицикар;1
69;Средняя школа с углубленным изучением отдельных предметов №80 г.Хабаровска;Хабаровск;1
69;МОУ Лицей 8 им. Н.Н.Рукавишникова г.Томск;Томск;3
69;Томский государственный промышленно-гуманитарный колледж;Томск;3
69;"МКОУ ""Мамонтовская средняя общеобразовательная школа"" с. Мамонтово Алтайский край";Мамонтово;2
69;Лицей 7 г.Минусинск;Минусинск;7
69;"КГУ ""Школа-лицей №1""";Риддер;4
69;Технологический колледж корпорации Казахмыс;Сатпаев;2
69;Северская гимназия г.Северск;Северск;1
69;Павловский сельскохозяйственный колледж;Павловск;1
69;"Муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа №95""";Кемерово;2
69;КГУ Общеобразовательный комплекс школа-детский сад г.Караганда р.Казахстан;Караганда;1
69;Средняя школа 10 г.Балхаш Р.Казахстан;Балхаш;1
69;Средняя общеобразовательная школа 1 г.Абакан;Абакан;3
69;Бухарский колледж экономики и банка;Бухара;1
69;Гимназия 1 г.Бийск;Бийск;4
68;"МОАУ г. Бузулука ""Средняя общеобразовательная школа №6 им. А. С. Пушкина"" Оренбургской области";Бузулук;1
68;"МКОУ ""Вавиловская средняя общеобразовательная школа"" Бакчарского района Томской области";Вавиловка;1
68;МКОУ Вертикосская СОШ;Вертикос;1
68;"МАОУ ""Средняя общеобразовательная школа №1"" г. Горнозаводска";Горнозаводск;1
68;Средняя общеобразовательная школа 30 г.Абакан;Абакан;1
68;Алмалыкский профессиональный колледж строительства и жилищно-коммунального хозяйства;Алмалык;1
68;№ 97 имени Сураншы батыра;Аксукент;1
68;Карагандинский технико - строительный колледж;Караганда;1
68;МБОУ СОШ №10;Кемерово;2
68;Кош-Агачская средняя общеобразовательная школа им. В.И.Чаптынова;Кош-Агач;1
68;Средняя общеобразовательная школа 36 г.Комсомольск-на-Амуре;Комсомольск-на-Амуре;1
68;МОУ СОШ № 4;Комсомольск-на-Амуре;1
68;Средняя общеобразовательная школа 22 с углублённым изучением отдельных предметов ;Каменск-Уральский;1
68;МБОУ Игринская СОШ №5;Игра;1
68;"Муниципальное бюджетное общеобразовательное учреждение ""Екатеринославская средняя общеобразовательная школа"" имени Лыхенко С.А. Шербакульского муниципального района Омской области";Екатеринославка;1
68;Средняя школа имени С. Серикова г. Есиля Акмолинской области;Есиль;2
68;Средняя  общеобразовательная школа №39 инновационного типа с гимназическими классами города Павлодара;Павлодар;1
68;"Государственное учреждение ""Средняя общеобразовательная школа № 26 города Павлодара""";Павлодар;1
68;"БОУ города Омска ""Лицей №149"" Омской области";Омск;1
68;Онгудайская средняя образовательная школа имени С.Т.Пекпеева;Онгудай;1
68;МАОУ Лицей № 9;Новосибирск;3
68;"МБОУ ""Лицей №200""";Новосибирск;1
68;СОШ №61 Омская область;Омск;1
68;"МОУ ""Лицей 50""";Саратов;1
68;Средняя общеобразовательная школа 7 г.Рубцовск;Рубцовск;1
68;МБОУ СОШ №11;Прокопьевск;4
68;муниципальное казенное общеобразовательное учреждение Порошинская средняя общеобразовательная школа Камышловского района Свердловской области;Порошина;1
68;Средняя общеобразовательная школа 21 г.Миасс;Миасс;2
68;"Муниципальное Автономное Нетиповое Образовательное Учреждение ""Гимназия №2""";Мариинск;1
68;Средняя общеобразовательная школа 7 г.Лянтор;Лянтор;1
68;Муниципальная общеобразовательная средняя школа 2 г.Лангепас;Лангепас;1
68;Средняя общеобразовательная школа 17 г.Кургана;Курган;2
68;Куйбышевский политехнический техникум;Куйбышев;2
68;МАОУ Лицей №1;Красноярск;1
68;"КГБ ОУ СПО ""Назаровский энергостроительный техникум""";Назарово;13
68;Средняя общеобразовательная школа 5 г.Мыски;Мыски;5
68;Муниципальное бюджетное образовательное учреждение Средняя общеобразовательная школа №42;Нижневартовск;1
68;"Муниципальное бюджетное общеобразовательное учреждение ""Лицей№ 34"" города Новокузнецка  Кемеровской области";Новокузнецк;4
68;"Муниципальное бюджетное общеобразовательное учреждение "" Средняя общеобразовательная школа № 47""";Новокузнецк;1
68;Лицей 34 г.Новокузнецка;Новокузнецк;1
68;МБОУ СОШ №56;Новосибирск;1
68;Новорождественская средняя общеобразовательная школа имени Овчинникова В.И. Томского района;Новорождественское;1
68;"ОГБП ОУ ""Томский политехнический техникум"" г. Томск";Томск;20
68;Муниципальная средняя (полная) общеобразовательная школа № 67 г.Томска;Томск;4
68;МАОУ СОШ №47 г.Томска;Томск;1
68;МАОУ Лицей №1 им. А.С. Пушкина;Томск;13
68;Зональненская средняя общеобразовательная школа  Томского района;Томск;1
68;"МБОУ ""Тополинская средняя общеобразовательная школа""";Топольное;1
68;Гимназия № 13 г.Томска;Томск;12
68;Муниципальное бюджетное общеобразовательное учреждение лицей №1 Ханты-Мансийского автономного округа-Югры Тюменской области;Сургут;1
68;"МАОУ ""Лицей№1"" городского округа г.Стерлитамак Респ.Башкортостан";Стерлитамак;1
68;"Муниципальное общеобразовательное учреждение ""Средняя общеобразовательная школа № 1"" городского округа город Сибай Республики Башкортостан";Сибай;1
68;МАОУ СОШ № 47 г.Челябинска имени Пустового В.П.;Челябинск;1
68;МАОУ СОШ № 42 г.Улан-Удэ;Улан-Удэ;1
68;Шафирканский профессиональный колледж сферы бытового обслуживания;Шафиркан;1
68;Школа лицей им. И.А. Абдразакова;Чолпон-Ата;1
67;Школа - лицей №23 имени Космодемьянской;Шымкент;1
67;Школа №29;Шымкент;1
67;Средняя общеобразовательная школа 13 отдела образования города Экибастуза;Экибастуз;2
67;"МАОУ ""Гимназия города Юрги""";Юрга;4
67;Средняя общеобразовательная школа № 8 г.Юрги Кемеровской области;Юрга;3
67;Лицей 1 г.Южно-Сахалинска;Южно-Сахалинск;4
67;Средняя общеобразовательная школа 19 г.Яровое Алтайский край;Яровое;4
67;Средняя школа №3 г.Хазар;Хазар;2
67;Средняя школа 16 г.Темиртау Р.Казахстан;Темиртау;2
67;"МБОУ ""СОШ №9"" г. Таштагола Кемеровской области";Таштагол;3
67;Текелийский профессиональный колледж;Текели;6
67;МАОУ гимназия №56 г.Томска;Томск;5
67;Муниципальное общеобразовательное учреждение Академический лицей г.Томск;Томск;6
67;Томский политехнический техникум;Томск;73
67;Средняя общеобразовательная школа 102 г.Новосибирск;Новосибирск;2
67;МБНОУ Лицей №111;Новокузнецк;3
67;МБОУ СОШ №2 г.Мыски, Кемеровская область;Мыски;2
67;МАОУ Лицей №12;Красноярск;3
67;Средняя школа № 3 города Лоян, провинции Хэнань;Лоян;1
67;Средняя общеобразовательная школа 26 г.Междуреченск;Междуреченск;2
67;Средняя общеобразовательная школа 51 г.Прокопьевск;Прокопьевск;1
67;"МБОУ ""Лицей №57"" города Прокопьевска Кемеровской области";Прокопьевск;4
67;"КГУ ""Общеобразовательная школа №1"" акимата города Сарани";Сарань;1
67;"Школа для одаренных детей №9 ""Зерде""";Нур-Султан;1
67;БОУ г. Омска “Лицей №54”;Омск;3
67;Среднее общеобразовательное учреждение № 42 района Фирдавси г.Душанбе;Душанбе;2
67;Лицей № 174 г.Зеленогорска;Зеленогорск;3
67;МАОУ Лицей№1;Канск;5
67;"МАОУ ""Ангарский лицей №1"" Иркутской области";Ангарск;2
66;"МАОУ ""Ангарский лицей № 2 имени М. К. Янгеля""";Ангарск;3
66;МБОУ Анжеро-Судженского г.о. Средняя общеобразовательная школа № 22;Анжеро-Судженск;2
66;Калининская средняя общеобразовательная школа села Аскиз;Аскиз;1
66;"МБОУ ""Гимназия №40"" имени Народного учителя СССР Овсиевской  Руфины Серафимовны города Барнаула Алтайского края";Барнаул;1
66;МБОУ Аларская СОШ;Аларь;1
66;Средняя общеобразовательная школа 26 г.Абакан;Абакан;3
66;Лицей г.Абакана;Абакан;2
66;Опытненская средняя общеобразовательная школа;Абакан;1
66;Верх-Чебулинская средняя общеобразовательная школа;Верх-Чебула;3
66;Средняя общеобразовательная школа 1 г.Бийск;Бийск;1
66;МАОУ СОШ №181;Екатеринбург;1
66;СОУ 43 райоеа Сино ;Душанбе;1
66;Средняя общеобразовательная школа 172 г.Зеленогорск;Зеленогорск;2
66;МБОУ СОШ им.Михаила Михайловича Осипова с.Кондоль;Кондоль;1
66;МБОУ СОШ №92;Кемерово;3
66;"МБОУ ""СОШ №11""";Кемерово;1
66;Карагандинский высший политехнический колледж;Караганда;2
66;Средняя общеобразовательная школа № 31;Кемерово;1
66;Средняя общеобразовательная школа № 1 г. Кедрового;Кедровый;1
66;Средняя общеобразовательная школа 31 г.Орск;Орск;1
66;Муниципальное бюджетное общеобразовательное учреждение средняя общеобразовательная школа села Петровское Ишимбайский район Республики Башкортостан ;Петровское;1
66;"ФГБОУ ВО ОмГПУ ""Академический лицей""";Омск;1
66;МБОУ города Новосибирска Лицей №113;Новосибирск;1
66;Северский промышленный колледж;Северск;3
66;Муниципальная средняя (полная) общеобразовательная школа № 90 г.Северск;Северск;1
66;МБОУ СОШ №198 г.Северска ЗАТО Северск Томской области;Северск;2
66;"Муниципальное автономное общеобразовательное учреждение ""Средняя общеобразовательная школа № 29"" ГО Ревда Свердловской области";Ревда;1
66;"муниципальное бюджетное общеобразовательное учреждение""Средняя общеобразовательная школа №51""";Прокопьевск;1
66;"МАНОУ ""Гимназия № 2"" г.Мариинск";Мариинск;3
66; ГПОУ «Ленинск-Кузнецкое УОР»;Ленинск-Кузнецкий;1
66;Малосалаирская средняяобщеобразовательная школа с.Малая Салаирка;Малая Салаирка;1
66;Гимназия имени Горького А. М.;Москаленки;1
66;Гимназия 47 г.Курган;Курган;1
66;"муниципальное бюджетное общеобразовательное учреждение города Кургана ""Гимназия №31"" Курганской области";Курган;2
66;Средняя общеобразовательная школа 5 Лангепас ХМАО;Лангепас;2
66;Средняя общеобразовательная школа 2 г.Кызыл;Кызыл;1
66;Средняя общеобразовательная школа №15 города Нерюнгри;Нерюнгри;1
66;"МБОУ ""Лицей"" г.Нижневартовска";Нижневартовск;3
66;Лицей 2 г.Нижневартовска;Нижневартовск;1
66;Средняя общеобразовательная школа №97 г. Новокузнецка;Новокузнецк;1
66;"МБОУ ""Новоивановская СОШ""";Новоивановский 1-й;1
66;Средняя общеобразовательная школа №107 г. Новокузнецка;Новокузнецк;1
66;Новосибирский машиностроительный колледж;Новосибирск;1
66;ГБОУ новороссийский казачий кадетский корпус;Новороссийск;2
66;Новосафоновская средняя общеобразовательная школа Прокопьевского района Кемеровской области;Новосафоновский;3
66;Сибирский лицей г. Томск;Томск;5
66;Муниципальное автономное общеобразовательное учреждение лицей №1 имени А.С.Пушкина г.Томска;Томск;1
66;Томский политехнический университет;Томск;5
66;МАОУ Гимназия № 18;Томск;4
66;КГУ Общая средняя школа имени С. Бреусова;Тюлькубас;1
66;"МБОУ ""Северский лицей""ЗАТО Северск Томской области";Северск;4
66;Средняя общеобразовательная школа № 4 г.Стрежевой;Стрежевой;1
66;Старобрянская средняя общеобразовательная школа с.Старая Брянь Заиграевского района Р.Бурятия;Старая Брянь;1
66;"МБОУ ""Старопестерёвская средняя общеобразовательная школа""";Старопестерево;1
66;Чажемтовская средняя общеобразовательная школа;Чажемто;1
66;Лицей-интернат 1 г.Улан-Удэ;Улан-Удэ;1
66;Средняя общеобразовательная школа 12 г.Яровое Алтайский край;Яровое;1
66;ГОУ СПО Юргинский техникум машиностроения и информационных технологий г. Юрга;Юрга;19
66;"МБОУ ""Лицей имени А.Г. Баженова"" г. Черногорска Республики Хакасия";Черногорск;9
65;Общеобразовательная школа 7 города Шахтинска Карагандинской области;Шахтинск;1
65;Юргинский техникум агротехнологий и сервиса;Юрга;10
65;Средняя общеобразовательная школа 10 г.Экибастуз Р.Казахстан;Экибастуз;1
65;"Общеобразовательный лицей Федерального государственного бюджетного образовательного учреждения высшего образования ""Тюменский индустриальный университет""";Тюмень;2
65;Ферганский промышленный профессиональный колледж;Фергана;1
65;Лицей 1 им.А.С.Пушкина г.Томска;Томск;2
65;МАОУ гимназия №56;Томск;3
65;Кузнецкий индустиральный техникум г.Новокузнецк;Новокузнецк;2
65;МБНОУ Гимназия №44;Новокузнецк;4
65;"Муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа №14 г.Назарово Красноярского края""";Назарово;2
