Средний_балл;Учебное_заведение;Город;Число_поступающих
78;МБОУ гимназия имени академика Н.Г.Басова при ВГУ;Воронеж;1
78;МАОУ СОШ №2;Верхняя Пышма;1
78;МБОУСОШ №5 имени Лейтенанта Мурадяна;Геленджик;1
78;муниципальное автономное общеобразовательное учреждение средняя общеобразовательная школа 15 муниципального образования город-курорт Анапа Краснодарского края;Гостагаевская;1
78;МБОУ СОШ №15 с УИОП;Заринск;1
78;"МАОУ ""Средняя общеобразовательная школа №25 с углубленным изучением отдельных предметов""";Златоуст;1
78;МБОУ Игринская СОШ №4;Игра;1
78;Ирбейская школа №1 имени Давыдова;Ирбейское;1
78;Лицей-интернат №1 г. Иркутска;Иркутск;1
78;"МАОУ ""Гимназия №1"" г. Канска Красноярского края";Канск;1
78;Средняя общеобразовательная школа 41 г.Бийск;Бийск;1
78;МБОУ Средняя общеобразовательная школа №1;Бийск;2
78;МБОУ СОШ № 11;Белово;1
78;КГБОУ Ачинский кадетский корпус;Ачинск;1
78;"МБОУ ""Гимназия № 27"" им. Героя Светского Союза Смирнова В.Е.";Барнаул;1
78;МАОУ СОШ №4 имени Героя Советского союза Ф.А. Лузана;Абинск;1
78;Средняя общеобразовательная школа 11 г.Абакан;Абакан;2
78;Средняя общеобразовательная школа 3 г.Анжеро-Судженск;Анжеро-Судженск;1
78;"МОБУ ""Якутский городской лицей""";Якутск;1
78;МОБУ Якутский городской лицей;Якутск;1
77;Национальная политехническая образовательная школа 2 г.Якутск;Якутск;2
77;Гимназия 11 г.Анжеро-Судженска;Анжеро-Судженск;6
77;"КГУ ""Школа-лицей города Алтай Восточно-Казахстанской области""";Алтай;1
77;Гимназия 22, г. Барнаул;Барнаул;2
77;"МБОУ ""Белокурихинская средняя общеобразовательная школа №2"" Алтайского края";Белокуриха;2
77;"МБОУ ""Лицей №17""";Березовский;4
77;Средняя общеобразовательная школа 34 г.Каменск-Уральский;Каменск-Уральский;2
77;Средняя общеобразовательная школа № 4 г. Иркутск;Иркутск;3
77;"Муниципальное бюджетное общеобразовательное учреждение ""Лицей №174"" г. Зеленогорска Красноярского края";Зеленогорск;15
77;"Краевая школа-интернат по работе с одаренными детьми Школа космонавтики""";Железногорск;3
77;МАОУ Лицей №130;Екатеринбург;2
77;"МАОУ ""Средняя общеобразовательная школа №85""";Кемерово;3
77;Технический лицей 176 Карасукского района Новосибирской области;Карасук;7
77;Курумканская средняя школа 1 с.Курумкан;Курумкан;2
77;Гимназия № 18;Ленинск-Кузнецкий;5
77;МБОУ Лицей №20 г. Междуреченска;Междуреченск;2
77;"МБОУ ""Гимназия №22"" НМР РТ";Нижнекамск;2
77;Лицей №84 имени Власова города Новокузнецка;Новокузнецк;2
77;"Муниципальное бюджетное общеобразовательное учреждение ""Сорская средняя общеобразовательная школа №3 с углублением изучением отдельных предметов"" города Сорска Республики Хакасии";Сорск;3
77;Средняя общеобразовательная школа № 68;Прокопьевск;2
77;Средняя общеобразовательная школа 31 г.Осинники;Осинники;3
77;МАОУ Лицей № 9;Новосибирск;5
77;"МБОУ ""Инженерный лицей НГТУ""";Новосибирск;2
77;МБОУ СОШ 92;Новосибирск;2
77;Средняя общеобразовательная школа 207 г.Новосибирск;Новосибирск;2
77;Средняя общеобразовательная школа 8 г.Шарыпово;Шарыпово;9
77;Специализированный учебно-научный центр - Университетский лицей г. Якутск;Якутск;2
77;"ГБОУ Республики Хакасия ""Хакасская национальная гимназия-интернат им. Н.Ф. Катанова""";Хакасия;2
77;Усть-Илимский экспериментальный лицей;Усть-Илимск;4
77;Средняя общеобразовательная школа №10;Усолье-Сибирское;2
77;Гимназия 24 им.М.В.Октябрьской г.Томск;Томск;2
77;МАОУ гимназию №29 г. Томска;Томск;2
77;Муниципальное общеобразовательное учреждение гимназия № 29 г.Томск;Томск;16
76;Муниципальный химический лицей при ТПУ г.Томск;Томск;1
76;Средняя общеобразовательная школа 14 имени А.Ф. Лебедева г. Томска;Томск;2
76;Муниципальное автономное общеобразовательное учреждение гимназия № 18 г.Томск;Томск;2
76;"МАОУ ""Сибирский лицей""";Томск;5
76;Академический лицей г. Томска имени Г.А. Псахье;Томск;3
76;"МБОУ ""СОШ №110"" г.Трехгорный";Трехгорный;1
76;Средняя общеобразовательная школа 56 г.Улан-Удэ;Улан-Удэ;1
76;Средняя общеобразовательная школа 47 г.Улан-Удэ;Улан-Удэ;1
76;Средняя общеобразовательная школа 32 г. Улан-Удэ;Улан-Удэ;1
76;Средняя общеобразовательная школа 17 г.Улан-Удэ;Улан-Удэ;1
76;МАОУ СОШ №19 города Улан-Удэ;Улан-Удэ;1
76;МАОУСОШ №55 г. Улан-Удэ;Улан-Удэ;1
76;"МАОУ ""Агинская СОШ №1""";Улан-Удэ;1
76;МАОУ «СОШ №2 с УИОП г.Улан-Удэ»;Улан-Удэ;1
76;Средняя общеобразовательная школа 12 г.Усолье-Сибирское;Усолье-Сибирское;1
76;КГУ Областная специализированная IT-школа-лицей управления образования ВКО;Усть-Каменогорск;1
76;Средняя общеобразовательная школа 9 г.Чита;Чита;1
76;Средняя общеобразовательная школа 19 г.Читы;Чита;1
76;"МАОУ ""Гимназия № 80 г. Челябинска""";Челябинск;1
76;МАОУ Гимназия города Юрги Кемеровская область;Юрга;2
76;МБОУ СОШ №6 в г.Юрге;Юрга;1
76;Муниципальное общеобразовательное учреждение: Харанорская средняя общеобразовательная школа №40 ;Шерловая гора;1
76;Специализированный учебно-научный центр Новосибирского государственного университета;Новосибирск;1
76;МБОУ СОШ 67;Новосибирск;1
76;"МБОУ города Новосибирска ""СОШ №155""";Новосибирск;1
76;"МБОУ лицей 22 ""Надежда сибири""";Новосибирск;1
76;МБОУ Гимназия № 3 в Академгородке;Новосибирск;3
76;"МБОУ ""Лицей №159""";Новосибирск;3
76;МАОУ Гимназия №12;Новосибирск;5
76;Гимназия 4 г.Новосибирска;Новосибирск;1
76;"БОУ г.Омска ""Гимназия №84""";Омск;1
76;МОАУ Гимназия №4;Оренбург;2
76;Бюджетное общеобразовательное учреждение города Омска «Средняя общеобразовательная школа № 53»;Омск;1
76;"БОУ г.Омска ""Лицей 74""";Омск;1
76;"БОУ г.Омска ""Гимназия №9""";Омск;1
76;Средняя общеобразовательная школа 162 г.Омск;Омск;1
76;МБОУ СОШ №44 с углубленным изучением отдельных предметов;Полысаево;1
76;Первомайская средняя общеобразовательная школа;Первомайское;1
76;"МКОУ ""Поспелихинская средняя общеобразовательная школа №2""";Поспелиха;1
76;Средняя общеобразовательная школа 51 г.Прокопьевск;Прокопьевск;1
76;Средняя общеобразовательная школа 32 с угл.изуч.отд.предметов г.Прокопьевск;Прокопьевск;1
76;"МБОУ ""Лицей №57"" города Прокопьевска Кемеровской области";Прокопьевск;9
76;Санкт-Петербургский государственный университет гражданской авиации;Санкт-Петербург;1
76;Гимназия № 77 г.Северск;Северск;1
76;Средняя общеобразовательная школа 27 г.Сургута;Сургут;1
76;МКОУ Сущёвская средняя общеобразовательная школа;Сущево;1
76;"муниципальное автономное общеобразовательное учреждение ""Технологический лицей"" г. Сыктывкар, Республика Коми";Сыктывкар;1
76;"МБНОУ ""Гимназия № 17 им. В. П. Чкалова""";Новокузнецк;1
76;Лицей № 11;Новокузнецк;6
76;МБНОУ Лицей №11;Новокузнецк;1
76;ГБОУ новороссийский казачий кадетский корпус;Новороссийск;2
76;№6;Новороссийск;1
76;Новосафоновская средняя общеобразовательная школа Прокопьевского района Кемеровской области;Новосафоновский;4
76;"муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа № 61 имени Ильгизара Александровича Касакина"" ";Новокузнецк;3
76;"Муниципальное бюджетное общеобразовательное учреждение "" Средняя общеобразовательная школа № 47""";Новокузнецк;2
76;Средняя общеобразовательная школа №93, г. Новокузнецка ;Новокузнецк;1
76;Муниципальное бюджетное образовательное учреждение Средняя общеобразовательная школа №42;Нижневартовск;1
76;"Муниципальное бюджетное общеобразовательное учреждение ""Школа № 170""";Нижний Новгород;1
76;МБОУ СОШ №32 ;Нижний Тагил;1
76;"МБОУ ""Намская улусная гимназия им. Н. С. Охлопкова""";Намцы;1
76;Средняя общеобразовательная школа 19 с углубленным изучением экономики г.Междуреченск;Междуреченск;1
76;МБОУ СОШ №3 с углубленным изучением отдельных предметов г. Мегион Ханты-Мансийского автономного округа - Югры;Мегион;1
76;Гимназия 5 г.Мегион;Мегион;1
76;МАОУ Маслянская СОШ;Маслянский;1
76;"МКОУ ""Мамонтовская средняя общеобразовательная школа"" с. Мамонтово Алтайский край";Мамонтово;3
76;Лицей;Лесной;1
76;Средняя общеобразовательная школа № 1;Ленинск-Кузнецкий;3
76;Лучановская муниципальная средняя общеобразовательная школа имени В.В. Михетко;Лучаново;1
76;"МАОУ ""Гимназия №1"" города Минусинска Красноярского края";Минусинск;1
76;Лицей 20 г.Междуреченск;Междуреченск;26
76;Средняя общеобразовательная школа 7 г. Миасс;Миасс;1
76;Газпром школа;Москва;1
76;"МОУ ""Средняя общеобразовательная школа №1 с углубленным изучением отдельных предметов "" города Надым";Надым;1
76;Средняя общеобразовательная школа №7 города Назарово Красноярского края ;Назарово;1
76;"КГУ ""Средняя общеобразовательная школа №2  города Курчатов""";Курчатов;2
76;МБОУ Курьинская средняя общеобразовательная школа имени М.Т.Калашникова;Курья;2
76;"МАОУ ""Средняя школа №143"" имени Тимошенко А.В."" г. Красноярска";Красноярск;1
76;МАОУ «Гимназия № 9»;Красноярск;3
76;Средняя общеобразовательная школа 3 г.Куйбышева Новосибирской области;Куйбышев;1
76;Средняя общеобразовательная школа 10 г.Красноярска;Красноярск;1
76;Средняя общеобразовательная школа 150 г.Красноярска;Красноярск;2
76;Муниципальное казенное общеобразовательное учреждение Новосибирского района Новосибирской области Краснообская средняя общеобразовательная школа №2;Краснообск;1
76;МКОУ Краснозерского района Новосибирской области Краснозерская средняя общеобразовательная школа №1;Краснозерское;1
76;МБОУ СОШ №78;Краснодар;1
76;Средняя общеобразовательная школа 27 г.Касли Челябинская обл.;Касли;1
76;МБОУ СОШ №44 имени Вознесенского г. Кемерово;Кемерово;1
76;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ  ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 97""";Кемерово;1
76;"МОУ ""Гимназия №1""";Кемерово;1
76;Средняя общеобразовательная школа 35 имени Леонида Иосифовича Соловьёва г. Кемерово;Кемерово;1
76;Средняя общеобразовательная школа № 48 имени М.Ю. Коломина;Кемерово;1
76;Лицей №62 г. Кемерово;Кемерово;6
76;Лицей №23 г. Кемерово;Кемерово;1
76;Гимназия 41 г.Кемерово;Кемерово;1
76;"МБОУ ""Средняя Общеобразовательная Школа №19""";Кемерово;1
76;"МБОУ ""Гимназия №21""";Кемерово;4
76;"МБОУ ""Гимназия №1"" г. Кемерово";Кемерово;9
76;"МБОУ ""Лицей №23"" ";Кемерово;9
76;Средняя общеобразовательная школа 2 г. Колпашево;Колпашево;1
76;Кожевниковская муниципальная средняя (полная) общеобразовательная школа № 1;Кожевниково;1
76;МБОУ СОШ 36;Екатеринбург;1
76;Средняя общеобразовательная школа 11 г.Гурьевск;Гурьевск;6
76;Средняя общеобразовательная школа 1 г.Гусиноозерск;Гусиноозерск;2
76;"МБОУ ""СОШ №2""";Дагестанские Огни;1
76;Дальневосточный федеральный университет;Владивосток;1
76;Лицей 2 г.Бугульма;Бугульма;1
76;МБОУ СОШ №39;Брянск;1
76;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 1 ГОРОДСКОГО ОКРУГА БОЛЬШОЙ КАМЕНЬ;Большой Камень;1
76;Средняя общеобразовательная школа 36 г.Братска;Братск;1
76;МОУ Средняя общеобразовательная школа №2 с углубленным изучением языков и культуры еврейского народа;Биробиджан;1
76;Железногорская средняя общеобразовательная школа 4 г.Железногорска-Илимского;Железногорск-Илимский;1
76;"Лицей ""Бригантина"" г.Заринск";Заринск;5
76;Итатская средняя общеобразовательная школа;Итатский;1
76;Лицей 3 г.Иркутск;Иркутск;1
76;Средняя общеобразовательная школа 22 с углублённым изучением отдельных предметов ;Каменск-Уральский;1
76;МАОУ Лицей№1;Канск;6
76;МАОУ Гимназия №17 г. Белорецк ;Белорецк;1
76;Средняя общеобразовательная школа 8 г.Бийск;Бийск;2
76;Средняя общеобразовательная школа города Билибино Чукотского автономного округа;Билибино;1
76;Гимназия 1 г.Белогорска;Белогорск;1
76;МАОУ Гимназия №1 г. Белебея муниципального района  Белебеевский район Республики Башкортостан;Белебей;1
76;Лицей №122;Барнаул;1
76;Лицей №112;Барнаул;1
76;Лицей 101 г.Барнаула;Барнаул;1
76;Средняя общеобразовательная школа 11 г.Ачинск;Ачинск;1
76;"ГАОУ ""Чукотский окружной профильный лицей""";Анадырь;1
76;Муниципальное Бюджетное Общеобразовательное Учреждение Средняя общеобразовательная школа № 12 Муниципальное образование город курорт Анапа;Анапская;1
76;Многопрофильная гимназия № 11 г.Анжеро-Судженска;Анжеро-Судженск;1
76;Опытненская средняя общеобразовательная школа;Абакан;1
76;Средняя общеобразовательная школа 9 г.Абакан;Абакан;1
76;"МБОУ ""Гимназия г. Алдан""";Алдан;1
76;"МБОУ - Алданский лицей муниципального образования ""Алданский район"" РС (Я)";Алдан;1
76;Алексеевская средняя общеобразовательная школа Кормиловскогор-на Омской обл.;Алексеевка;1
76;"Муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа"" пгт.Ярославский Хорольского муниципального района Приморского края";Ярославский;1
75;Средняя общеобразовательная школа 19 г.Яровое Алтайский край;Яровое;5
75;МБОУ Анжеро-Судженского г.о. Средняя общеобразовательная школа №12;Анжеро-Судженск;4
75;Гимназия 80 г.Барнаул;Барнаул;2
75;Бийский лицей-интернат Алтайского края;Бийск;6
75;Лицей №7 города Бердска Новосибирской области;Бердск;2
75;Средняя общеобразовательная школа 16 г.Березовский;Березовский;5
75;"КГАОУ ""Школа космонавтики""";Железногорск;12
75;МБОУ средняя общеобразовательная школа №4 г.Гусиноозерска имени Героя Социалистического труда Г.Д. Тучинова;Гусиноозерск;2
75;Средняя общеобразовательная школа 52 г.Кемерово;Кемерово;5
75;Карагандинский политехнический колледж Р.Казахстан;Караганда;1
75;Средняя общеобразовательная школа 143 г.Красноярска;Красноярск;3
75;Средняя общеобразовательная школа № 49;Новокузнецк;2
75;"МОУ ""ТАЛОВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""";Таловка;2
75;"МОУ ""Средняя школа №7 городского округа Стрежевой с углубленным изучением отдельных предметов"" Томской области";Стрежевой;2
75;"МБОУ ""Советская СОШ""";Советское;2
75;Профессионально-техническое училище №10 г.Северска;Северск;1
75;МБОУ Школа №71;Прокопьевск;2
75;"МАОУ ""СОШ""Мастерград"" г. Перми";Пермь;2
75;"БОУ г.Омска ""Гимназия №43""";Омск;2
75;Средняя общеобразовательная школа 31 г.Орск;Орск;2
75;"ГОУ СПО ""Черногорский механико-технологический техникум""";Черногорск;1
75;Ферганский промышленный профессиональный колледж;Фергана;1
75;Киргулийский электротехнический профессиональный колледж г.Фергана;Фергана;3
75;Гимназия 14 г.Улан-Удэ;Улан-Удэ;2
75;Средняя общеобразовательная школа №21 Байкальская перспектива г.Улан-Удэ;Улан-Удэ;2
75;ФГАОУ ВО Тюменский государственный университет;Тюмень;6
75;МАОУ Гимназия № 18;Томск;6
75;МАОУ Сибирский лицей г. Томск;Томск;9
75;Средняя общеобразовательная школа № 50 г.Томск;Томск;8
74;Муниципальная средняя (полная) общеобразовательная школа № 33 г.Томск;Томск;1
74;"муниципальное бюджетное общеобразовательное учреждение Тогучинского района Новосибирской области ""Тогучинская средняя школа №3""";Тогучин;1
74;Терентьевская средняя школа Прокопьевский район Кемеровская область;Терентьевское;1
74;Тарко-Салинская средняя школа 1 пгт.Тарко-Сале;Тарко-Сале;1
74;Средняя общеобразовательная школа 9 г.Таштагол;Таштагол;5
74;Тегульдетская муниципальная средняя (полная) общеобразовательная школа;Тегульдет;1
74;МАОУ СОШ №65 г.Томска;Томск;2
74;"МАОУ ""Зональная средняя общеобразовательная школа"" Томского района";Томск;1
74;Лицей 1 им.А.С.Пушкина г.Томска;Томск;2
74;Тюменский государственный нефтегазовый университет;Тюмень;1
74;Средняя общеобразовательная школа № 42 города Тюмени;Тюмень;2
74;МОУ Турунтаевская средняя общеобразовательная школа №1;Турунтаево;1
74;"МБОУ ""Тополинская средняя общеобразовательная школа""";Топольное;1
74;Муниципальное бюджетное общеобразовательное учреждение Топановская средняя школа №16 имени Кокова Николая Николаевича;Топаново;1
74;МАОУ гимназия №49;Тюмень;1
74;Гимназия 33 г.Улан-Удэ;Улан-Удэ;1
74;Средняя общеобразовательная школа 19 г.Улан-Удэ;Улан-Удэ;5
74;"МАОУ ""Центр образования"" номер 159";Уфа;1
74;МБОУ Лицей г.Черногорска Республики Хакасия;Черногорск;1
74;МБОУ СОШ №89;Челябинск;1
74;"МБНОУ ""Октемский научно-образовательный центр""";Чапаево;1
74;муниципальное бюджетное общеобразовательное учереждение средняя общеобразовательная школа № 85;Хабаровск;1
74;Средняя школа № 1 города Хазар;Хазар;4
74;Муниципальное бюджетное общеобразовательное учреждение «Средняя общеобразовательная школа с углубленным изучением отдельных предметов № 3»;Ханты-Мансийск;1
74;"МБОУ ""Марушинская средняя общеобразовательная школа"" Целинного района Алтайского края";Целинное;1
74;Шахриханский профессиональный колледж жилищно-коммунального хозяйства и сервиса;Шахрихан;1
74;МБОУ Шушенская средняя общеобразовательная школа №1 пгт Шушенское Шушенского района Красноярского края;Шушенское;1
74;"МБОУ ""Лицей №1""";Шадринск;1
74;МБОУ СОШ №3;Чита;1
74;МБОУ СОШ №16;Чита;1
74;Забайкальская краевая гимназия-интернат г.Читы;Чита;1
74;Средняя общеобразовательная школа №15 г.Орска;Орск;1
74;"БОУ г.Омска ""Гимназия №88""";Омск;2
74;Парабельская гимназия;Парабель;1
74;Средняя  общеобразовательная школа №39 инновационного типа с гимназическими классами города Павлодара;Павлодар;1
74;"МБОУ ""СОШ п. Пеледуй"" МО ""Ленский район"" РСЯ";Пеледуй;1
74;"МБОУ ""Лицей №136""";Новосибирск;1
74;"МОАУ ""Лицей №1 г. Новотроицка Оренбургской области""";Новотроицк;1
74;Средняя школа № 6;Норильск;1
74;"МБОУ г. Новосибирска ""Гимназия №9 имени Героя Российской Федерации Немыткина Михаила Юрьевича""""";Новосибирск;1
74;"МБОУ ""Лицей №185""";Новосибирск;1
74;"Частное общеобразовательное учреждение ""Гимназия №1""";Новороссийск;1
74;"МБОУ ""Школа №14"" ";Прокопьевск;1
74;Средняя общеобразовательная школа 6 г.Радужный;Радужный;1
74;"МБОУ ""Лицей"" города Рубцовска Алтайского края";Рубцовск;1
74;Муниципальная средняя (полная) общеобразовательная школа № 83 г.Северск;Северск;5
74;МБОУ СОШ № 78 г. Северск;Северск;1
74;Муниципальная средняя (полная) общеобразовательная школа № 76 г.Северск;Северск;3
74;"Государственное бюджетное общеобразовательное учреждения города Севастополя ""Гимназия №5""";Севастополь;1
74;ГБОУ СОШ №58;Севастополь;1
74;МОАУ СОШ №2 г. Свободного Амурской области;Свободный;1
74;"Муниципальное бюджетное общеобразовательное учреждение ""Школа №28 имени Героя Советского союза Д.М.Карбышева";Самара;1
74;МБОУ СОШ № 7;Сарапул;1
74;"МБОУ ""Районная гимназия"" Эврика ""Олекминского района РС (Я) ";Саха /Якутия/;1
74;"Муниципальное общеобразовательное учреждение ""Средняя общеобразовательная школа № 1"" городского округа город Сибай Республики Башкортостан";Сибай;1
74;"МАОУ ""СОШ"" №76";Северск;1
74;"МАОУ ""Лицей№1"" городского округа г.Стерлитамак Респ.Башкортостан";Стерлитамак;1
74;Лицей 3 г.Сургута;Сургут;1
74;"МАОУ ""СОШ №12 имени Олега Кошевого""";Сыктывкар;1
74;Средняя общеобразовательная школа 20 г.Сургут;Сургут;1
74;МОУ Средняя школа № 4 городского округа Стрежевой с углубленным изучением отдельных предметов;Стрежевой;1
74;муниципальное бюджетное общеобразовательное учреждение Тамбовская средняя общеобразовательная школа;Тамбовка;1
74;МАОУ СОШ 17;Сухой Лог;1
74;Средняя школа с.Табуны;Табуны;1
74;Средняя (полная) общеобразовательная школа №77 г.Новокузнецка;Новокузнецк;6
74;"муниципальное бюджетное нетиповое общеобразовательное учреждение ""Лицей № 84 имени В.А.Власова ";Новокузнецк;12
74;Средняя общеобразовательная школа 4 г.Новокузнецка;Новокузнецк;6
74;МБОУ СОШ №4 г. Новокузнецк;Новокузнецк;1
74;МБОУ «Гимназия № 32» г. Новокузнецка Кемеровской области;Новокузнецк;1
74;Лицей 46 г.Новокузнецка;Новокузнецк;1
74;Лицей № 111;Новокузнецк;2
74;"Муниципальное казённое общеобразовательное учреждение ""Средняя общеобразовательная школа г. Нариманов"" Астраханской области";Нариманов;1
74;МБОУ Гимназия №1;Находка;1
74;Средняя общеобразовательная школа 13 г.Нефтеюганск;Нефтеюганск;1
74;МБОУ СОШ  1;Новоалтайск;1
74;Средняя общеобразовательная школа №99;Новокузнецк;3
74;"Муниципальное автономное общеобразовательное учреждение ""Лицей №38"" города Нижнего Новгорода";Нижний Новгород;1
74;"Муниципальное бюджетное общеобразовательное учреждение ""Средняя школа №42""";Нижневартовск;1
74;"МБОУ ""Многопрофильный лицей""";Муравленко;1
74;МАОУ МСОШ №16;Миасс;1
74;"МАОУ ""Лицей №6""";Миасс;1
74;"МБОУ ""Гимназия №26""";Миасс;1
74;Лицей №7;Минусинск;1
74;Средняя общеобразовательная школа 4 г.Лесосибирск;Лесосибирск;1
74;Средняя общеобразователдьная школа 8 г.Магнитогорска;Магнитогорск;1
74;Средняя общеобразовательная школа № 2;Ленинск-Кузнецкий;8
74;Кяхтинская средняя общеобразовательная школа 3;Кяхта;2
74;Муниципальная общеобразовательная средняя школа 2 г.Лангепас;Лангепас;1
74;"Муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа №75"" города Лесного Свердловской области";Лесной;1
74;МБОУ СОШ №7 г. Мариинска Кемеровской области;Мариинск;2
74;"МБОУ "" ГИМНАЗИЯ № 6 ИМЕНИ С. Ф. ВЕНЗЕЛЕВА"" ГОРОДА МЕЖДУРЕЧЕНСКА";Междуреченск;5
74;Средняя общеобразовательная школа 7 с углубленным изучением отдельных предметов г.Красноярска;Красноярск;2
74;МБОУ Средняя школа №17;Красноярск;1
74;МБОУ Средняя школа №  3;Красноярск;1
74;МБОУ СШ 152;Красноярск;1
74;МБОУ Лицей №2;Красноярск;2
74;Красненская средняя общеобразовательная школа им. М.И.Светличной;Красное;1
74;Средняя общеобразовательная школа 31 поселка Краснобродского Кемеровской облости;Краснобродский;1
74;Средняя общеобразовательная школа 36 г.Комсомольск-на-Амуре;Комсомольск-на-Амуре;1
74;МОУ СОШ № 4;Комсомольск-на-Амуре;1
74;МКОУ средняя общеобразовательная школа № 105 Купинского района Новосибирской области;Купино;1
74;гимназия №7;Красноярск;1
74;Красноярская муниципальная средняя (полная) общеобразовательная школа Кривошеинский р.;Красный Яр;1
74;МАОУ Гимназия 10;Красноярск;1
74;Кызыл-Озёкская средняя общеобразовательная школа Майминского района Р.Алтай;Кызыл-Озек;1
74;Катановская средняя общеобразовательная школа Аскизского района Республики Хакасия;Катанов;1
74;МАОУ Средняя общеобразовательная школа № 16 г. Карпинска;Карпинск;1
74;МОУ Кафтанчиковская средняя общеобразовательная школа;Кафтанчиково;1
74;МБОУ СОШ № 7;Кемерово;1
74;Средняя общеобразовательная школа №58;Кемерово;2
74;Средняя общеобразовательная школа № 94 г.Кемерово;Кемерово;4
74;Муниципальная средняя (полная) общеобразовательная школа № 5 г.Колпашево;Колпашево;3
74;Лицей с.Кижинга;Кижинга;1
74;Средняя общеобразовательная школа 14 г.Киселевск;Киселевск;2
74;Средняя общеобразовательная школа 11 г.Киселевск;Киселевск;3
74;МАОУ Средняя общеобразовательная школа № 14;Кемерово;14
74;МБОУ Гимназия №17;Кемерово;5
74;уральский техникум Рифей;Екатеринбург;1
74;МАОУ Гимназия № 10;Дивногорск;1
74;"Муниципальное бюджетное общеобразовательное учреждение ""Гимназия №1"" г. Биробиджана";Биробиджан;1
74;Средняя общеобразовательная школа 32 г.Братск;Братск;1
74;МБОУ Лицей №1;Братск;1
74;Большелеушинская средняя общеобразовательная школа ;Большие Леуши;1
74;МКОУ Вертикосская СОШ;Вертикос;1
74;МБОУ СОШ №14;Воронеж;1
74;МБОУ Гимназия № 91 имени М.В. Ломоносова;Железногорск;2
74;Средняя общеобразовательная школа 104 г.Железногорск;Железногорск;1
74;Лицей № 174 г.Зеленогорска;Зеленогорск;4
74;МАОУ Зональненская средняя общеобразовательная школа;Зональная станция;1
74;"МБОУ ""Зырянская средняя общеобразовательная школа""";Зырянское;4
74;МОБУ Лицей;Зея;1
74;Муниципальное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №2 имени Асхата Масгутовича Мирзагитова с. Кандры муниципального района Туймазинский район  Республики Башкортостан;Кандры;1
74;"ГБОУ РО ""Каменск-Шахтинская школа-интернат""";Каменск-Шахтинский;1
74;"МБОУ ""Лицей"" №2";Камень-на-Оби;2
74;МБОУ города Иркутска СОШ № 40;Иркутск;1
74;Лицей Иркутского государственного университета г.Иркутск;Иркутск;1
74;Лицей 36 г. Иркутск;Иркутск;1
74;МБОУ СОШ №13 г. Бердска;Бердск;3
74;"МБОУ ""Белокурихинская средняя общеобразовательная школа №1"" Алтайского края";Белокуриха;1
74;Гимназия №74;Барнаул;2
74;Алтайский краевой педагогический лицей-интернат г.Барнаул;Барнаул;1
74;Алтайский краевой педагогический лицей-интернат ;Барнаул;1
74;Средняя общеобразовательная школа 3 с углубленным изучением математики г.Ачинска;Ачинск;1
74;Средняя общеобразовательная школа №3 Барабинского района Новосибирской области;Барабинск;2
74;Средняя общеобразовательная школа 28 г.Балаково;Балаково;1
74;МАОУ гимназия №2 г. Асино;Асино;3
74;Калининская средняя общеобразовательная школа села Аскиз;Аскиз;1
74;Амгинский лицей им. академика Л.В. Киренского;Амга;1
74;Средняя общеобразовательная школа № 10 с углубленным изучением отдельных предметов г.Ангарск;Ангарск;6
74;"МАОУ ""Ангарский лицей №1"" Иркутской области";Ангарск;5
74;Средняя Общеобразовательная школа№12. г. Алапаевск;Алапаевск;1
74;"ГБОУ Республики Хакасия ""Хакасская национальная гимназия-интернат им. Н.Ф. Катанова""";Абакан;7
74;"МОБУ ""СОШ №1"" городского округа ""город  Якутск""";Якутск;2
74;"МОБУ ""Городская классическая гимназия"" городского округа ""город Якутск"", Республика Саха (Якутия)";Якутск;1
74;Городская классическая гимназия г.Якутск;Якутск;1
73;Нетиповое муниципальное бюджетное общеобразовательное учреждение Анжеро-Судженского городского округа Гимназия 11;Анжеро-Судженск;13
73;Средняя общеобразовательная школа 55 г.Барнаула;Барнаул;2
73;"МБОУ ""Лицей №129"" имени Сибирского батальона 27-й стрелковой дивизии";Барнаул;5
73;Гимназия 42 г.Барнаул;Барнаул;6
73;Гимназия 27 г.Барнаула;Барнаул;2
73;Гимназия 1 г.Бийск;Бийск;7
73;Лицей 102 г.Железногорск;Железногорск;8
73;Республиканский классический лицей;Горно-Алтайск;18
73;Муниципальная средняя (полная) общеобразовательная школа № 4 г.Колпашево;Колпашево;2
73;"МАОУ ""КУГ №1-Универс""";Красноярск;4
