Средний_балл;Учебное_заведение;Город;Число_поступающих
83;МАОУ СОШ №35;Улан-Удэ;1
83;"МАОУ ""Средняя общеобразовательная школа №26"" г.Улан-Удэ";Улан-Удэ;1
83;Лицей 8 имени Н.Н. Рукавишникова г. Томска Томской области;Томск;2
83;МАОУ СОШ № 44 г.Томск;Томск;2
83;Лицей 102 г.Железногорск;Железногорск;6
83;МАОУ Лицей № 173;Екатеринбург;1
83;"Муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа №176"" г. Зеленогорска Красноярского края";Зеленогорск;1
83;Гимназия 1 г.Бийск;Бийск;3
83;МБОУ СОШ №16 им. Н.Косникова;Биробиджан;1
83;"МАОУ ""Лицей №6""";Бердск;1
83;Средняя общеобразовательная школа 50 г.Абаза;Абаза;2
83;Амгинский лицей им. академика Л.В. Киренского;Амга;1
83;МБОУ СОШ № 8 города Белово;Белово;1
83;МАОУ гимназия №2;Асино;1
83;Средняя общеобразовательная школа 4 г.Краснокаменска;Краснокаменск;1
83;"МБОУ ""Копьёвская средняя общеобразовательная школа с углублённым изучением отдельных предметов""";Копьево;1
83;Средняя общеобразовательная школа 10 г.Красноярска;Красноярск;1
83;"МБНОУ""Городской классический лицей""";Кемерово;9
83;Средняя общеобразовательная школа 7 г. Колпашево Томской области;Колпашево;1
83;Средняя общеобразовательная школа 2 г. Колпашево;Колпашево;1
83;Кулундинская средняя общеобразовательная школа 1 Кулундинского района Алтайского края;Кулунда;1
83;"МБОУ ""Гимнаия 8""";Красноярск;1
83;Муниципальное автономное общеобразовательное учреждение Центр образования №47 города Иркутска;Иркутск;1
83;МБОУ города Иркутска СОШ с углубленным изучением отдельных предметов №19;Иркутск;1
83;МБОУ г. Иркутска лицей №2;Иркутск;1
83;"МБОУ ""Средняя общеобразовательгая школа №34 имени Амелина С.А."" г. Кемерово";Кемерово;1
83;МБОУ Лицей №62;Кемерово;1
83;МБОУ СОШ №40 имени Катасонова ;Кемерово;1
83;МАОУ Маслянская СОШ;Маслянский;1
83;Средняя общеобразовательная школа 16 г.Минусинск;Минусинск;1
83;Лицей 7 г.Минусинск;Минусинск;2
83;Средняя общеобразовательная школа №2 с углубленным изучением отдельных предметов;Лысьва;1
83;Средняя общеобразовательная школа 5 г.Нефтеюганск;Нефтеюганск;1
83;муниципальное бюджетное общеобразовательное учреждение для детей и подростков, имеющих высокие интеллектуальные способности, гимназия №10 ЛИК города Невинномысска;Невинномысск;1
83;МБОУ Лицей;Нижний Тагил;1
83;"муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа № 61 имени Ильгизара Александровича Касакина"" ";Новокузнецк;2
83;Средняя общеобразовательная школа 151 г.Новосибирска;Новосибирск;1
83;Средняя общеобразовательная школа 120 г.Новосибирска;Новосибирск;1
83;"МБНОУ ""Гимназия № 17 им. В. П. Чкалова""";Новокузнецк;1
83;МБОУ СОШ № 14 г.Новокузнецка;Новокузнецк;1
83;"МАОУ г. Новосибирска ""Вторая Новосибирская гимназия""";Новосибирск;1
83;МБОУ Гимназия № 1;Новосибирск;1
83;МБОУ СОШ 92;Новосибирск;1
83;Самусьский лицей имени академика В.В.Пекарского ЗАТО Северск;Самусь;1
83;Средняя общеобразовательная школа № 84 г. Северск;Северск;1
83;"БОУ г. Омска ""Лицей №64""";Омск;2
83;БОУ СОШ №37;Омск;1
83;"Муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа №45"" города Прокопьевска Кемеровской области";Прокопьевск;3
83;МБОУ Первомайскую среднюю образовательную школу Первомайского района Томской области;Первомайский;1
83;Томский физико-технический лицей города Томска Томской области;Томск;3
83;Томский Физико-Технический лицей;Томск;5
83;"МАОУ ""Гимназия им. А.С. Пушкина""";Сыктывкар;1
83;Тегульдетская муниципальная средняя (полная) общеобразовательная школа;Тегульдет;1
82;Гимназия 3 г.Павлодар Р.Казахстан;Павлодар;1
82;Инженерный лицей Новосибирского государственного технического университета;Новосибирск;3
82;Лицей №84 имени Власова города Новокузнецка;Новокузнецк;2
82;Лицей № 111;Новокузнецк;2
82;"МБОУ ""Лицей№104""";Новокузнецк;4
82;Средняя общеобразовательная школа 4 г.Новокузнецка;Новокузнецк;2
82;Томь-Усинский энерготранспортный техникум г. Мыски;Мыски;2
82;"МАОУ ""СОШ №93""";Кемерово;2
82;"КГБОУ ""Алтайский краевой педагогический лицей-интернат""";Барнаул;3
82;"КГАОУ ""Школа космонавтики""";Железногорск;4
82;МБОУ лицей при ТПУ г.Томска;Томск;9
82;Средняя общеобразовательная школа 49 г.Улан-Удэ;Улан-Удэ;3
82;Республиканский лицей-интернат;Якутск;4
82;Средняя общеобразовательная школа 1 г.Читы;Чита;3
