ID;Балл;Предмет;Город;Дата_Зачисления;Учебное_Заведение
171619;48;Математика;Душанбе;03.08.2019;СОШ № 13 Ховолинского района Хатлонской области
170930;67;Информатика и ИКТ;Душанбе;03.08.2019;Среднее общеобразовательное учреждение № 1 г.Душанбе
170930;62;Математика;Душанбе;03.08.2019;Среднее общеобразовательное учреждение № 1 г.Душанбе
170930;57;Русский язык;Душанбе;03.08.2019;Среднее общеобразовательное учреждение № 1 г.Душанбе
170933;63;Физика;Душанбе;08.08.2019;Среднее общеобразовательное учреждение № 29 Рашсткого района
170933;56;Математика;Душанбе;08.08.2019;Среднее общеобразовательное учреждение № 29 Рашсткого района
170933;56;Русский язык;Душанбе;08.08.2019;Среднее общеобразовательное учреждение № 29 Рашсткого района
170982;90;Русский язык;Душанбе;03.08.2019;Среднее общеобразовательное учреждение № 42 района Фирдавси г.Душанбе
170982;84;Физика;Душанбе;03.08.2019;Среднее общеобразовательное учреждение № 42 района Фирдавси г.Душанбе
170982;67;Математика;Душанбе;03.08.2019;Среднее общеобразовательное учреждение № 42 района Фирдавси г.Душанбе
170966;56;Русский язык;Душанбе;08.08.2019;Среднее общеобразовательное учреждение № 42 района Фирдавси г.Душанбе
170966;52;Математика;Душанбе;08.08.2019;Среднее общеобразовательное учреждение № 42 района Фирдавси г.Душанбе
170966;51;Физика;Душанбе;08.08.2019;Среднее общеобразовательное учреждение № 42 района Фирдавси г.Душанбе
171130;89;Физика;Душанбе;03.08.2019;Среднее общеобразовательное учреждение № 72 г.Душанбе
171130;87;Русский язык;Душанбе;03.08.2019;Среднее общеобразовательное учреждение № 72 г.Душанбе
171130;48;Математика;Душанбе;03.08.2019;Среднее общеобразовательное учреждение № 72 г.Душанбе
170947;65;Физика;Душанбе;08.08.2019;Среднее общеобразовательное учреждение № 78 г.Душанбе
170947;60;Математика;Душанбе;08.08.2019;Среднее общеобразовательное учреждение № 78 г.Душанбе
170947;56;Русский язык;Душанбе;08.08.2019;Среднее общеобразовательное учреждение № 78 г.Душанбе
170994;86;Физика;Душанбе;03.08.2019;Среднее общеобразовательное учреждение № 81 района Сино г.Душанбе
170994;56;Русский язык;Душанбе;03.08.2019;Среднее общеобразовательное учреждение № 81 района Сино г.Душанбе
170994;48;Математика;Душанбе;03.08.2019;Среднее общеобразовательное учреждение № 81 района Сино г.Душанбе
171819;82;Русский язык;Екатеринбург;08.08.2019;МАОУ Лицей №130
171819;74;Математика;Екатеринбург;08.08.2019;МАОУ Лицей №130
171819;66;Физика;Екатеринбург;08.08.2019;МАОУ Лицей №130
169815;94;Информатика и ИКТ;Екатеринбург;03.08.2019;МАОУ СОШ №16
169815;86;Математика;Екатеринбург;03.08.2019;МАОУ СОШ №16
169815;71;Русский язык;Екатеринбург;03.08.2019;МАОУ СОШ №16
167150;82;Математика;Екатеринбург;03.08.2019;МАОУ СОШ с УИОП №53
167150;82;Русский язык;Екатеринбург;03.08.2019;МАОУ СОШ с УИОП №53
167150;76;Физика;Екатеринбург;03.08.2019;МАОУ СОШ с УИОП №53
170808;74;География;Емельяново;03.08.2019;Емельяновская средняя общеобразовательная школа 1 Емельяновского района Красноярского края
170808;72;Русский язык;Емельяново;03.08.2019;Емельяновская средняя общеобразовательная школа 1 Емельяновского района Красноярского края
170808;62;Математика;Емельяново;03.08.2019;Емельяновская средняя общеобразовательная школа 1 Емельяновского района Красноярского края
168632;74;Физика;Есиль;08.08.2019;Средняя школа имени С. Серикова г. Есиля Акмолинской области
168632;65;Русский язык;Есиль;08.08.2019;Средняя школа имени С. Серикова г. Есиля Акмолинской области
168632;49;Математика;Есиль;08.08.2019;Средняя школа имени С. Серикова г. Есиля Акмолинской области
170424;82;Физика;Жезказган;03.08.2019;Жезказганский индустриально-гуманитарный колледж
170424;77;Русский язык;Жезказган;03.08.2019;Жезказганский индустриально-гуманитарный колледж
170424;61;Математика;Жезказган;03.08.2019;Жезказганский индустриально-гуманитарный колледж
169784;83;Физика;Жезказган;03.08.2019;Жезказганский политехнический колледж г.Жезказган Р.Казахстан
169784;78;Русский язык;Жезказган;03.08.2019;Жезказганский политехнический колледж г.Жезказган Р.Казахстан
169784;66;Математика;Жезказган;03.08.2019;Жезказганский политехнический колледж г.Жезказган Р.Казахстан
170051;96;Физика;Жезказган;03.08.2019;Образовательная средняя школа №4 г.Жезказгана
170051;94;Русский язык;Жезказган;03.08.2019;Образовательная средняя школа №4 г.Жезказгана
169934;89;Физика;Жезказган;03.08.2019;Образовательная средняя школа №4 г.Жезказгана
169934;81;Русский язык;Жезказган;03.08.2019;Образовательная средняя школа №4 г.Жезказгана
169934;70;Математика;Жезказган;03.08.2019;Образовательная средняя школа №4 г.Жезказгана
170051;63;Математика;Жезказган;03.08.2019;Образовательная средняя школа №4 г.Жезказгана
170051;30;Информатика и ИКТ;Жезказган;03.08.2019;Образовательная средняя школа №4 г.Жезказгана
170501;96;Русский язык;Жезказган;03.08.2019;Общеобразовательная средняя школа 22 г.Жезказган Р.Казахстан
169935;96;Физика;Жезказган;03.08.2019;Общеобразовательная средняя школа 22 г.Жезказган Р.Казахстан
169935;95;Русский язык;Жезказган;03.08.2019;Общеобразовательная средняя школа 22 г.Жезказган Р.Казахстан
169929;91;Физика;Жезказган;08.08.2019;Общеобразовательная средняя школа 22 г.Жезказган Р.Казахстан
170078;91;Русский язык;Жезказган;03.08.2019;Общеобразовательная средняя школа 22 г.Жезказган Р.Казахстан
170501;90;Физика;Жезказган;03.08.2019;Общеобразовательная средняя школа 22 г.Жезказган Р.Казахстан
170651;90;Русский язык;Жезказган;03.08.2019;Общеобразовательная средняя школа 22 г.Жезказган Р.Казахстан
169962;87;Физика;Жезказган;03.08.2019;Общеобразовательная средняя школа 22 г.Жезказган Р.Казахстан
169962;86;Русский язык;Жезказган;03.08.2019;Общеобразовательная средняя школа 22 г.Жезказган Р.Казахстан
170320;84;Русский язык;Жезказган;03.08.2019;Общеобразовательная средняя школа 22 г.Жезказган Р.Казахстан
170651;84;Физика;Жезказган;03.08.2019;Общеобразовательная средняя школа 22 г.Жезказган Р.Казахстан
170320;81;Физика;Жезказган;03.08.2019;Общеобразовательная средняя школа 22 г.Жезказган Р.Казахстан
170078;75;Физика;Жезказган;03.08.2019;Общеобразовательная средняя школа 22 г.Жезказган Р.Казахстан
169929;74;Русский язык;Жезказган;08.08.2019;Общеобразовательная средняя школа 22 г.Жезказган Р.Казахстан
170651;67;Математика;Жезказган;03.08.2019;Общеобразовательная средняя школа 22 г.Жезказган Р.Казахстан
170078;65;Математика;Жезказган;03.08.2019;Общеобразовательная средняя школа 22 г.Жезказган Р.Казахстан
170320;65;Математика;Жезказган;03.08.2019;Общеобразовательная средняя школа 22 г.Жезказган Р.Казахстан
170501;64;Математика;Жезказган;03.08.2019;Общеобразовательная средняя школа 22 г.Жезказган Р.Казахстан
169935;63;Математика;Жезказган;03.08.2019;Общеобразовательная средняя школа 22 г.Жезказган Р.Казахстан
169962;53;Математика;Жезказган;03.08.2019;Общеобразовательная средняя школа 22 г.Жезказган Р.Казахстан
169929;48;Математика;Жезказган;08.08.2019;Общеобразовательная средняя школа 22 г.Жезказган Р.Казахстан
169965;91;Физика;Жезказган;03.08.2019;Общеобразовательная средняя школа 3 г.Жезказган Р.Казахстан
169942;83;Русский язык;Жезказган;03.08.2019;Общеобразовательная средняя школа 3 г.Жезказган Р.Казахстан
170463;80;Физика;Жезказган;08.08.2019;Общеобразовательная средняя школа 3 г.Жезказган Р.Казахстан
169942;77;Физика;Жезказган;03.08.2019;Общеобразовательная средняя школа 3 г.Жезказган Р.Казахстан
169965;75;Русский язык;Жезказган;03.08.2019;Общеобразовательная средняя школа 3 г.Жезказган Р.Казахстан
169965;67;Математика;Жезказган;03.08.2019;Общеобразовательная средняя школа 3 г.Жезказган Р.Казахстан
169942;61;Математика;Жезказган;03.08.2019;Общеобразовательная средняя школа 3 г.Жезказган Р.Казахстан
170463;56;Русский язык;Жезказган;08.08.2019;Общеобразовательная средняя школа 3 г.Жезказган Р.Казахстан
170463;54;Математика;Жезказган;08.08.2019;Общеобразовательная средняя школа 3 г.Жезказган Р.Казахстан
170407;96;Физика;Жезказган;03.08.2019;Общеобразовательная средняя школа 4 г.Жезказгана Р.Казахстан
170414;94;Физика;Жезказган;08.08.2019;Общеобразовательная средняя школа 4 г.Жезказгана Р.Казахстан
170408;92;Физика;Жезказган;03.08.2019;Общеобразовательная средняя школа 4 г.Жезказгана Р.Казахстан
170431;91;Русский язык;Жезказган;03.08.2019;Общеобразовательная средняя школа 4 г.Жезказгана Р.Казахстан
170407;90;Русский язык;Жезказган;03.08.2019;Общеобразовательная средняя школа 4 г.Жезказгана Р.Казахстан
170293;85;Физика;Жезказган;03.08.2019;Общеобразовательная средняя школа 4 г.Жезказгана Р.Казахстан
170431;84;Химия;Жезказган;03.08.2019;Общеобразовательная средняя школа 4 г.Жезказгана Р.Казахстан
170414;82;Русский язык;Жезказган;08.08.2019;Общеобразовательная средняя школа 4 г.Жезказгана Р.Казахстан
170293;82;Русский язык;Жезказган;03.08.2019;Общеобразовательная средняя школа 4 г.Жезказгана Р.Казахстан
170064;80;Физика;Жезказган;08.08.2019;Общеобразовательная средняя школа 4 г.Жезказгана Р.Казахстан
170064;80;Русский язык;Жезказган;08.08.2019;Общеобразовательная средняя школа 4 г.Жезказгана Р.Казахстан
170408;78;Русский язык;Жезказган;03.08.2019;Общеобразовательная средняя школа 4 г.Жезказгана Р.Казахстан
170414;72;География;Жезказган;08.08.2019;Общеобразовательная средняя школа 4 г.Жезказгана Р.Казахстан
170407;70;Математика;Жезказган;03.08.2019;Общеобразовательная средняя школа 4 г.Жезказгана Р.Казахстан
170408;68;Математика;Жезказган;03.08.2019;Общеобразовательная средняя школа 4 г.Жезказгана Р.Казахстан
170293;68;Математика;Жезказган;03.08.2019;Общеобразовательная средняя школа 4 г.Жезказгана Р.Казахстан
170431;67;Математика;Жезказган;03.08.2019;Общеобразовательная средняя школа 4 г.Жезказгана Р.Казахстан
170414;64;Математика;Жезказган;08.08.2019;Общеобразовательная средняя школа 4 г.Жезказгана Р.Казахстан
170064;63;Математика;Жезказган;08.08.2019;Общеобразовательная средняя школа 4 г.Жезказгана Р.Казахстан
171192;80;Русский язык;Железногорск;29.07.2019;Краевая школа-интернат по работе с одаренными детьми Школа космонавтики
171192;76;Математика;Железногорск;29.07.2019;Краевая школа-интернат по работе с одаренными детьми Школа космонавтики
171192;68;Физика;Железногорск;29.07.2019;Краевая школа-интернат по работе с одаренными детьми Школа космонавтики
171339;87;Русский язык;Железногорск;08.08.2019;КГАОУ Школа космонавтики
171339;86;Химия;Железногорск;08.08.2019;КГАОУ Школа космонавтики
168048;84;Физика;Железногорск;03.08.2019;КГАОУ Школа космонавтики
168048;84;Математика;Железногорск;03.08.2019;КГАОУ Школа космонавтики
166646;80;Русский язык;Железногорск;03.08.2019;КГАОУ Школа космонавтики
166646;79;Информатика и ИКТ;Железногорск;03.08.2019;КГАОУ Школа космонавтики
167107;78;Математика;Железногорск;03.08.2019;КГАОУ Школа космонавтики
167107;78;Русский язык;Железногорск;03.08.2019;КГАОУ Школа космонавтики
167107;77;Химия;Железногорск;03.08.2019;КГАОУ Школа космонавтики
168048;76;Русский язык;Железногорск;03.08.2019;КГАОУ Школа космонавтики
171339;74;Математика;Железногорск;08.08.2019;КГАОУ Школа космонавтики
166646;72;Математика;Железногорск;03.08.2019;КГАОУ Школа космонавтики
168337;100;Информатика и ИКТ;Железногорск;29.07.2019;Краевая общеобразовательная школа-интернат по работе с одарёнными детьми Школа космонавтики г. Железногорск
167195;95;Химия;Железногорск;29.07.2019;Краевая общеобразовательная школа-интернат по работе с одарёнными детьми Школа космонавтики г. Железногорск
168004;88;Информатика и ИКТ;Железногорск;03.08.2019;Краевая общеобразовательная школа-интернат по работе с одарёнными детьми Школа космонавтики г. Железногорск
169475;87;Русский язык;Железногорск;08.08.2019;Краевая общеобразовательная школа-интернат по работе с одарёнными детьми Школа космонавтики г. Железногорск
168004;86;Математика;Железногорск;03.08.2019;Краевая общеобразовательная школа-интернат по работе с одарёнными детьми Школа космонавтики г. Железногорск
168004;85;Русский язык;Железногорск;03.08.2019;Краевая общеобразовательная школа-интернат по работе с одарёнными детьми Школа космонавтики г. Железногорск
169475;84;Математика;Железногорск;08.08.2019;Краевая общеобразовательная школа-интернат по работе с одарёнными детьми Школа космонавтики г. Железногорск
169475;84;Информатика и ИКТ;Железногорск;08.08.2019;Краевая общеобразовательная школа-интернат по работе с одарёнными детьми Школа космонавтики г. Железногорск
167195;78;Математика;Железногорск;29.07.2019;Краевая общеобразовательная школа-интернат по работе с одарёнными детьми Школа космонавтики г. Железногорск
168337;76;Русский язык;Железногорск;29.07.2019;Краевая общеобразовательная школа-интернат по работе с одарёнными детьми Школа космонавтики г. Железногорск
168337;74;Математика;Железногорск;29.07.2019;Краевая общеобразовательная школа-интернат по работе с одарёнными детьми Школа космонавтики г. Железногорск
167195;66;Русский язык;Железногорск;29.07.2019;Краевая общеобразовательная школа-интернат по работе с одарёнными детьми Школа космонавтики г. Железногорск
167993;94;Физика;Железногорск;03.08.2019;Лицей 102 г.Железногорск
170722;91;Русский язык;Железногорск;03.08.2019;Лицей 102 г.Железногорск
170722;86;Математика;Железногорск;03.08.2019;Лицей 102 г.Железногорск
167993;85;Русский язык;Железногорск;03.08.2019;Лицей 102 г.Железногорск
170722;83;Информатика и ИКТ;Железногорск;03.08.2019;Лицей 102 г.Железногорск
167993;82;Математика;Железногорск;03.08.2019;Лицей 102 г.Железногорск
167993;81;Информатика и ИКТ;Железногорск;03.08.2019;Лицей 102 г.Железногорск
170722;78;Физика;Железногорск;03.08.2019;Лицей 102 г.Железногорск
169927;67;Русский язык;Железногорск;29.07.2019;Лицей 102 г.Железногорск
169927;56;Математика;Железногорск;29.07.2019;Лицей 102 г.Железногорск
169927;53;Физика;Железногорск;29.07.2019;Лицей 102 г.Железногорск
167509;94;Русский язык;Железногорск;03.08.2019;МБОУ Средняя школа №90
167509;88;Физика;Железногорск;03.08.2019;МБОУ Средняя школа №90
166602;78;Химия;Железногорск;29.07.2019;МБОУ Средняя школа №90
166602;78;Русский язык;Железногорск;29.07.2019;МБОУ Средняя школа №90
167509;74;Математика;Железногорск;03.08.2019;МБОУ Средняя школа №90
166602;56;Математика;Железногорск;29.07.2019;МБОУ Средняя школа №90
166717;94;Русский язык;Железногорск;03.08.2019;МБОУ Лицей № 103 Гармония
166717;70;Математика;Железногорск;03.08.2019;МБОУ Лицей № 103 Гармония
166717;57;Физика;Железногорск;03.08.2019;МБОУ Лицей № 103 Гармония
166666;80;Русский язык;Железногорск;03.08.2019;МБОУ Средняя школа № 106 с углубленным изучением математики
166666;76;Химия;Железногорск;03.08.2019;МБОУ Средняя школа № 106 с углубленным изучением математики
166666;72;Математика;Железногорск;03.08.2019;МБОУ Средняя школа № 106 с углубленным изучением математики
166666;54;Физика;Железногорск;03.08.2019;МБОУ Средняя школа № 106 с углубленным изучением математики
172600;73;Русский язык;Железногорск;08.08.2019;Средняя общеобразовательная школа 101 г.Железногорск
172600;70;Математика;Железногорск;08.08.2019;Средняя общеобразовательная школа 101 г.Железногорск
172600;55;Физика;Железногорск;08.08.2019;Средняя общеобразовательная школа 101 г.Железногорск
166881;87;Русский язык;Железногорск;08.08.2019;Средняя общеобразовательная школа 104 г.Железногорск
166881;74;Математика;Железногорск;08.08.2019;Средняя общеобразовательная школа 104 г.Железногорск
166881;73;Информатика и ИКТ;Железногорск;08.08.2019;Средняя общеобразовательная школа 104 г.Железногорск
170341;89;Химия;Железногорск;03.08.2019;Школа 90
170341;78;Русский язык;Железногорск;03.08.2019;Школа 90
170341;72;Математика;Железногорск;03.08.2019;Школа 90
169564;89;Русский язык;Заринск;03.08.2019;Лицей Бригантина г.Заринск
169564;80;Математика;Заринск;03.08.2019;Лицей Бригантина г.Заринск
171145;80;Русский язык;Заринск;03.08.2019;Лицей Бригантина г.Заринск
171145;74;Математика;Заринск;03.08.2019;Лицей Бригантина г.Заринск
171218;72;Математика;Заринск;08.08.2019;Лицей Бригантина г.Заринск
171218;71;Русский язык;Заринск;08.08.2019;Лицей Бригантина г.Заринск
171218;59;Физика;Заринск;08.08.2019;Лицей Бригантина г.Заринск
169564;58;Физика;Заринск;03.08.2019;Лицей Бригантина г.Заринск
171145;53;Физика;Заринск;03.08.2019;Лицей Бригантина г.Заринск
166146;96;Русский язык;Заринск;03.08.2019;МБОУ СОШ №15 с углубленным изучением отдельных предметов 
166146;92;Физика;Заринск;03.08.2019;МБОУ СОШ №15 с углубленным изучением отдельных предметов 
168939;89;Русский язык;Заринск;03.08.2019;МБОУ СОШ №15 с углубленным изучением отдельных предметов 
172943;87;Русский язык;Заринск;03.08.2019;МБОУ СОШ №15 с углубленным изучением отдельных предметов 
166146;86;Математика;Заринск;03.08.2019;МБОУ СОШ №15 с углубленным изучением отдельных предметов 
168939;86;Физика;Заринск;03.08.2019;МБОУ СОШ №15 с углубленным изучением отдельных предметов 
172943;74;Математика;Заринск;03.08.2019;МБОУ СОШ №15 с углубленным изучением отдельных предметов 
168939;72;Математика;Заринск;03.08.2019;МБОУ СОШ №15 с углубленным изучением отдельных предметов 
172943;59;Физика;Заринск;03.08.2019;МБОУ СОШ №15 с углубленным изучением отдельных предметов 
166098;84;Физика;Заринск;03.08.2019;Средняя общеобразовательная школа 15 с углубленным изучением отдельных предметов г.Заринск
166098;82;Математика;Заринск;03.08.2019;Средняя общеобразовательная школа 15 с углубленным изучением отдельных предметов г.Заринск
166098;78;Русский язык;Заринск;03.08.2019;Средняя общеобразовательная школа 15 с углубленным изучением отдельных предметов г.Заринск
170851;78;Русский язык;Зеленогорск;03.08.2019;Лицей № 174 г.Зеленогорска
170851;72;Математика;Зеленогорск;03.08.2019;Лицей № 174 г.Зеленогорска
170864;71;Русский язык;Зеленогорск;03.08.2019;Лицей № 174 г.Зеленогорска
170864;68;Математика;Зеленогорск;03.08.2019;Лицей № 174 г.Зеленогорска
170864;59;Физика;Зеленогорск;03.08.2019;Лицей № 174 г.Зеленогорска
170851;57;Физика;Зеленогорск;03.08.2019;Лицей № 174 г.Зеленогорска
167650;94;Русский язык;Зеленогорск;03.08.2019;Муниципальное бюджетное общеобразовательное учреждение Лицей №174 г. Зеленогорска Красноярского края
168676;92;Химия;Зеленогорск;08.08.2019;Муниципальное бюджетное общеобразовательное учреждение Лицей №174 г. Зеленогорска Красноярского края
168996;89;Русский язык;Зеленогорск;03.08.2019;Муниципальное бюджетное общеобразовательное учреждение Лицей №174 г. Зеленогорска Красноярского края
166130;89;Русский язык;Зеленогорск;03.08.2019;Муниципальное бюджетное общеобразовательное учреждение Лицей №174 г. Зеленогорска Красноярского края
166130;88;Физика;Зеленогорск;03.08.2019;Муниципальное бюджетное общеобразовательное учреждение Лицей №174 г. Зеленогорска Красноярского края
166130;86;Математика;Зеленогорск;03.08.2019;Муниципальное бюджетное общеобразовательное учреждение Лицей №174 г. Зеленогорска Красноярского края
171847;83;Информатика и ИКТ;Зеленогорск;29.07.2019;Муниципальное бюджетное общеобразовательное учреждение Лицей №174 г. Зеленогорска Красноярского края
171847;82;Математика;Зеленогорск;29.07.2019;Муниципальное бюджетное общеобразовательное учреждение Лицей №174 г. Зеленогорска Красноярского края
171847;80;Русский язык;Зеленогорск;29.07.2019;Муниципальное бюджетное общеобразовательное учреждение Лицей №174 г. Зеленогорска Красноярского края
167650;80;Математика;Зеленогорск;03.08.2019;Муниципальное бюджетное общеобразовательное учреждение Лицей №174 г. Зеленогорска Красноярского края
168676;76;Русский язык;Зеленогорск;08.08.2019;Муниципальное бюджетное общеобразовательное учреждение Лицей №174 г. Зеленогорска Красноярского края
167650;74;Химия;Зеленогорск;03.08.2019;Муниципальное бюджетное общеобразовательное учреждение Лицей №174 г. Зеленогорска Красноярского края
169649;74;Математика;Зеленогорск;03.08.2019;Муниципальное бюджетное общеобразовательное учреждение Лицей №174 г. Зеленогорска Красноярского края
168996;72;Математика;Зеленогорск;03.08.2019;Муниципальное бюджетное общеобразовательное учреждение Лицей №174 г. Зеленогорска Красноярского края
169649;70;Русский язык;Зеленогорск;03.08.2019;Муниципальное бюджетное общеобразовательное учреждение Лицей №174 г. Зеленогорска Красноярского края
168676;56;Математика;Зеленогорск;08.08.2019;Муниципальное бюджетное общеобразовательное учреждение Лицей №174 г. Зеленогорска Красноярского края
169649;55;Физика;Зеленогорск;03.08.2019;Муниципальное бюджетное общеобразовательное учреждение Лицей №174 г. Зеленогорска Красноярского края
168996;53;Физика;Зеленогорск;03.08.2019;Муниципальное бюджетное общеобразовательное учреждение Лицей №174 г. Зеленогорска Красноярского края
171476;83;Информатика и ИКТ;Зеленогорск;03.08.2019;Муниципальное бюджетное общеобразовательное учреждение Средняя общеобразовательная школа №176 г. Зеленогорска Красноярского края
171476;76;Русский язык;Зеленогорск;03.08.2019;Муниципальное бюджетное общеобразовательное учреждение Средняя общеобразовательная школа №176 г. Зеленогорска Красноярского края
171476;70;Математика;Зеленогорск;03.08.2019;Муниципальное бюджетное общеобразовательное учреждение Средняя общеобразовательная школа №176 г. Зеленогорска Красноярского края
170464;74;Математика;Зеленогорск;03.08.2019;Средняя общеобразовательная школа 172 г.Зеленогорск
170464;72;Русский язык;Зеленогорск;03.08.2019;Средняя общеобразовательная школа 172 г.Зеленогорск
170464;66;Физика;Зеленогорск;03.08.2019;Средняя общеобразовательная школа 172 г.Зеленогорск
171180;96;Русский язык;Зеленогорск;03.08.2019;Средняя общеобразовательная школа 176 г.Зеленогорск
171180;80;Математика;Зеленогорск;03.08.2019;Средняя общеобразовательная школа 176 г.Зеленогорск
171180;74;Физика;Зеленогорск;03.08.2019;Средняя общеобразовательная школа 176 г.Зеленогорск
171180;68;Химия;Зеленогорск;03.08.2019;Средняя общеобразовательная школа 176 г.Зеленогорск
167146;82;Математика;Зеленое;03.08.2019;Опытненская средняя общеобразовательная школа с.Зеленое
167146;72;Русский язык;Зеленое;03.08.2019;Опытненская средняя общеобразовательная школа с.Зеленое
167146;62;Физика;Зеленое;03.08.2019;Опытненская средняя общеобразовательная школа с.Зеленое
171430;70;Математика;Зональная станция;08.08.2019;Зональненская средняя общеобразовательная школа Томского района Томской области
171430;69;Русский язык;Зональная станция;08.08.2019;Зональненская средняя общеобразовательная школа Томского района Томской области
171430;51;Физика;Зональная станция;08.08.2019;Зональненская средняя общеобразовательная школа Томского района Томской области
169524;91;Информатика и ИКТ;Зырянское;03.08.2019;МБОУ Зырянская средняя общеобразовательная школа
169188;84;Физика;Зырянское;03.08.2019;МБОУ Зырянская средняя общеобразовательная школа
169188;80;Математика;Зырянское;03.08.2019;МБОУ Зырянская средняя общеобразовательная школа
169524;80;Математика;Зырянское;03.08.2019;МБОУ Зырянская средняя общеобразовательная школа
169524;80;Русский язык;Зырянское;03.08.2019;МБОУ Зырянская средняя общеобразовательная школа
169524;78;Физика;Зырянское;03.08.2019;МБОУ Зырянская средняя общеобразовательная школа
169390;74;Физика;Зырянское;03.08.2019;МБОУ Зырянская средняя общеобразовательная школа
171184;74;Физика;Зырянское;03.08.2019;МБОУ Зырянская средняя общеобразовательная школа
171184;73;Русский язык;Зырянское;03.08.2019;МБОУ Зырянская средняя общеобразовательная школа
169188;70;Русский язык;Зырянское;03.08.2019;МБОУ Зырянская средняя общеобразовательная школа
169390;70;Математика;Зырянское;03.08.2019;МБОУ Зырянская средняя общеобразовательная школа
169390;70;Русский язык;Зырянское;03.08.2019;МБОУ Зырянская средняя общеобразовательная школа
171184;68;Математика;Зырянское;03.08.2019;МБОУ Зырянская средняя общеобразовательная школа
173503;88;Физика;Игарка;11.09.2019;КГБО УНПО Профессиональное училище №22
173503;64;Математика;Игарка;11.09.2019;КГБО УНПО Профессиональное училище №22
173503;61;Русский язык;Игарка;11.09.2019;КГБО УНПО Профессиональное училище №22
168535;80;Русский язык;Игра;29.07.2019;МБОУ Игринская СОШ №4
168535;79;Информатика и ИКТ;Игра;29.07.2019;МБОУ Игринская СОШ №4
168535;78;Математика;Игра;29.07.2019;МБОУ Игринская СОШ №4
166417;72;Русский язык;Игра;03.08.2019;МБОУ Игринская СОШ №5
166417;70;Математика;Игра;03.08.2019;МБОУ Игринская СОШ №5
166417;68;Физика;Игра;03.08.2019;МБОУ Игринская СОШ №5
165608;85;Русский язык;Ижевск;03.08.2019;МБОУ СОШ №16
165608;62;Математика;Ижевск;03.08.2019;МБОУ СОШ №16
165608;52;Физика;Ижевск;03.08.2019;МБОУ СОШ №16
170782;74;Физика;Излучинск;08.08.2019;Излучинская общеобразовательная средняя школа 2
170782;72;Русский язык;Излучинск;08.08.2019;Излучинская общеобразовательная средняя школа 2
170782;50;Математика;Излучинск;08.08.2019;Излучинская общеобразовательная средняя школа 2
173271;80;Русский язык;Иркутск;25.09.2019;Байкальский государственный университет
173271;76;Физика;Иркутск;25.09.2019;Байкальский государственный университет
173271;60;Математика;Иркутск;25.09.2019;Байкальский государственный университет
171598;98;Русский язык;Иркутск;08.08.2019;Лицей 1 г.Иркутск
170379;87;География;Иркутск;03.08.2019;Лицей 1 г.Иркутск
170379;76;Русский язык;Иркутск;03.08.2019;Лицей 1 г.Иркутск
171598;72;Информатика и ИКТ;Иркутск;08.08.2019;Лицей 1 г.Иркутск
171598;70;Математика;Иркутск;08.08.2019;Лицей 1 г.Иркутск
170379;70;Математика;Иркутск;03.08.2019;Лицей 1 г.Иркутск
170361;96;Русский язык;Иркутск;03.08.2019;Лицей-интернат №1 г. Иркутска
170361;88;Информатика и ИКТ;Иркутск;03.08.2019;Лицей-интернат №1 г. Иркутска
170361;84;Физика;Иркутск;03.08.2019;Лицей-интернат №1 г. Иркутска
170361;78;Математика;Иркутск;03.08.2019;Лицей-интернат №1 г. Иркутска
169759;96;Русский язык;Иркутск;03.08.2019;МАОУ Лицей ИГУ г. Иркутска
169759;94;Информатика и ИКТ;Иркутск;03.08.2019;МАОУ Лицей ИГУ г. Иркутска
169759;88;Математика;Иркутск;03.08.2019;МАОУ Лицей ИГУ г. Иркутска
167676;82;Математика;Иркутск;03.08.2019;МАОУ Лицей ИГУ города Иркутска
167676;80;Русский язык;Иркутск;03.08.2019;МАОУ Лицей ИГУ города Иркутска
167676;66;Информатика и ИКТ;Иркутск;03.08.2019;МАОУ Лицей ИГУ города Иркутска
167676;53;Физика;Иркутск;03.08.2019;МАОУ Лицей ИГУ города Иркутска
168354;91;Русский язык;Иркутск;03.08.2019;МБОУ города Иркутска СОШ № 12
168354;72;Математика;Иркутск;03.08.2019;МБОУ города Иркутска СОШ № 12
168354;60;Физика;Иркутск;03.08.2019;МБОУ города Иркутска СОШ № 12
167048;83;Информатика и ИКТ;Иркутск;08.08.2019;Муниципальное автономное общеобразовательное учреждение Центр образования №47 города Иркутска
167048;72;Математика;Иркутск;08.08.2019;Муниципальное автономное общеобразовательное учреждение Центр образования №47 города Иркутска
167048;69;Русский язык;Иркутск;08.08.2019;Муниципальное автономное общеобразовательное учреждение Центр образования №47 города Иркутска
167172;90;Математика;Иркутск;03.08.2019;Средняя общеобразовательная школа № 4 г. Иркутск
167172;88;Информатика и ИКТ;Иркутск;03.08.2019;Средняя общеобразовательная школа № 4 г. Иркутск
169008;87;Русский язык;Иркутск;03.08.2019;Средняя общеобразовательная школа № 4 г. Иркутск
167172;85;Русский язык;Иркутск;03.08.2019;Средняя общеобразовательная школа № 4 г. Иркутск
169008;68;Математика;Иркутск;03.08.2019;Средняя общеобразовательная школа № 4 г. Иркутск
167172;66;Физика;Иркутск;03.08.2019;Средняя общеобразовательная школа № 4 г. Иркутск
169008;60;Физика;Иркутск;03.08.2019;Средняя общеобразовательная школа № 4 г. Иркутск
